Date,Platform,Campaign type,ROI_moving_avg,Click Through Rate_moving_avg,Conversion Rate_moving_avg
2024-03-27,Google,Cross-network,5.791753757113427,0.007615008460861114,0.03818353928761771
2024-03-28,Google,Cross-network,5.782250884406376,0.0076011099793992145,0.037298648660848484
2024-03-29,Google,Cross-network,5.960824376654517,0.007596181535305129,0.0381493146785652
2024-03-30,Google,Cross-network,6.126627942668604,0.007590815957503801,0.03848462060769072
2024-03-31,Google,Cross-network,6.2639315832541245,0.007572854953489143,0.038199974731431774
2024-04-01,Google,Cross-network,6.217762948832935,0.007577872711330201,0.03892271345576563
2024-04-02,Google,Cross-network,6.041815928866704,0.007579050180724157,0.03993469481347926
2024-04-03,Google,Cross-network,5.745550479200547,0.007551101500650172,0.04085919851498603
2024-04-04,Google,Cross-network,5.769170359985629,0.007564325354659158,0.040675193692697016
2024-04-05,Google,Cross-network,5.766882192333595,0.0075938886211546,0.04126488984556653
2024-04-06,Google,Cross-network,5.611220933121581,0.0076138639745489,0.041399988908505984
2024-04-07,Google,Cross-network,5.977339953769304,0.007733196726354743,0.042053245287921655
2024-04-08,Google,Cross-network,5.976295296064518,0.0077556147069077425,0.04190653365402254
2024-04-09,Google,Cross-network,6.213154729205786,0.007778696389105971,0.043018586351813985
2024-04-10,Google,Cross-network,6.159497937976624,0.007809171839593486,0.04225074905746488
2024-04-11,Google,Cross-network,5.931190463452653,0.007800896240820886,0.041831499796168195
2024-04-12,Google,Cross-network,6.070783220565874,0.0077348245690920135,0.04078906186559743
2024-04-13,Google,Cross-network,6.294850787733947,0.007684425954042372,0.04127413032021087
2024-04-14,Google,Cross-network,5.861849235793533,0.007575002382603086,0.04046301134522202
2024-04-15,Google,Cross-network,5.774675577656013,0.0075281714188798,0.03998973626709664
2024-04-16,Google,Cross-network,5.70616839871996,0.0074535182321667,0.039039447554773773
2024-04-17,Google,Cross-network,5.7612368234835305,0.007431783411527371,0.03915196173716283
2024-04-18,Google,Cross-network,5.984226989618457,0.007444974525816471,0.04007801293628201
2024-04-19,Google,Cross-network,5.735856350152987,0.007471762156760486,0.03989668308342621
2024-04-20,Google,Cross-network,5.972265784464363,0.007513492447200272,0.03991313741884882
2024-04-21,Google,Cross-network,5.9112251983265836,0.0075423596679601995,0.04036728812030763
2024-04-22,Google,Cross-network,5.874120738543126,0.007498570865548128,0.040124249441995795
2024-04-23,Google,Cross-network,5.844822486218197,0.0075187104258990145,0.0400425494878668
2024-04-24,Google,Cross-network,5.872620921384223,0.007524299820908528,0.039543770012909
2024-04-25,Google,Cross-network,5.5857345569948365,0.0075447422994759,0.03827786209815793
2024-04-26,Google,Cross-network,5.602890227042082,0.007553990101614186,0.038818439815556376
2024-04-27,Google,Cross-network,5.142580074966541,0.007579675550950272,0.03801986745741163
2024-04-28,Google,Cross-network,5.347170622590888,0.007551381217217043,0.038730020019965714
2024-04-29,Google,Cross-network,5.458903351336606,0.007468099048362114,0.03942166806590823
2024-04-30,Google,Cross-network,5.362648257844462,0.007458626429406127,0.039430384846121526
2024-05-01,Google,Cross-network,5.333856365413423,0.007435838818431129,0.039784801033183215
2024-05-02,Google,Cross-network,5.449449811154605,0.007358107934451115,0.04130751928706409
2024-05-03,Google,Cross-network,5.335254058905481,0.007287541922658257,0.04190969953668344
2024-05-04,Google,Cross-network,5.3077788216439945,0.007182417431103957,0.0419250633222888
2024-05-05,Google,Cross-network,5.152755033016744,0.007112443440728457,0.04104396208975834
2024-05-06,Google,Cross-network,4.881016516946244,0.0071241574383129,0.03952699731660036
2024-05-07,Google,Cross-network,4.819085233992946,0.007053835977413857,0.039085725319774875
2024-05-08,Google,Cross-network,4.7202939558818855,0.007094809439639243,0.038634822022718944
2024-05-09,Google,Cross-network,4.635419343871869,0.008695427200763358,0.03404009869867003
2024-05-10,Google,Cross-network,4.956452991161372,0.00900000192383753,0.03285077230791913
2024-05-11,Google,Cross-network,4.920065116754573,0.009141803803258328,0.03317196767381963
2024-05-12,Google,Cross-network,4.9481028919242975,0.009308630676046158,0.03386898628784441
2024-05-13,Google,Cross-network,5.331263928402829,0.00955636381274697,0.035262101881051514
2024-05-14,Google,Cross-network,5.357838689278124,0.009720483843212642,0.03610855955438489
2024-05-15,Google,Cross-network,5.500698223856751,0.009798027663963057,0.03646845628496954
2024-05-16,Google,Cross-network,5.554184615095989,0.008305090319951086,0.04029982315257623
2024-05-17,Google,Cross-network,5.318343734243878,0.008051826269709543,0.04081892227184479
2024-05-18,Google,Cross-network,5.510204532104923,0.008087046650664042,0.04143359591903617
2024-05-19,Google,Cross-network,5.545057534707202,0.008114001784455701,0.04149802150587273
2024-05-20,Google,Cross-network,5.569650635320323,0.008030459282647786,0.04167670875545367
2024-05-21,Google,Cross-network,5.687627313551691,0.007999230503014257,0.04220533611190457
2024-05-22,Google,Cross-network,5.50196646334613,0.008000216648354286,0.04121408146905433
2024-05-23,Google,Cross-network,5.2619844440344625,0.007983201995830086,0.039270390011782716
2024-05-24,Google,Cross-network,5.168487522029818,0.008061509481620743,0.03766096160358063
2024-05-25,Google,Cross-network,4.757613688083376,0.007997150122742243,0.034910289039397115
2024-05-26,Google,Cross-network,4.434280874758392,0.007976612648154972,0.03253951429726055
2024-05-27,Google,Cross-network,3.9226322234281175,0.008101423933876086,0.02885292238394647
2024-05-28,Google,Cross-network,3.889916332666855,0.00811830095649647,0.028572070730113218
2024-05-29,Google,Cross-network,3.9735371924175333,0.007958818665872457,0.029633235634804085
2024-05-30,Google,Cross-network,4.113836872493651,0.00783472867118117,0.03096002846067417
2024-05-31,Google,Cross-network,4.122602013103227,0.007745907014259443,0.03240220622510627
2024-06-01,Google,Cross-network,4.286015682966576,0.007695457990002971,0.033631935701748654
2024-06-02,Google,Cross-network,4.616754635593802,0.007632212152261701,0.03603645108031193
2024-06-03,Google,Cross-network,4.935772582716924,0.007539632747223029,0.03936009704937572
2024-06-04,Google,Cross-network,4.750983364902228,0.007541984518696101,0.038443679920770454
2024-06-05,Google,Cross-network,4.785722612144407,0.007802224734259014,0.03886852911119897
2024-06-06,Google,Cross-network,4.874036753893127,0.008108933841764487,0.039584554400552315
2024-06-07,Google,Cross-network,5.095030091507144,0.008426205836580386,0.04091374682861124
2024-06-08,Google,Cross-network,5.4680173872625835,0.008799964547202258,0.04228052881419865
2024-06-09,Google,Cross-network,5.592547484590228,0.009193408146835414,0.043039877084996965
2024-06-10,Google,Cross-network,5.753188800412092,0.009524265791570714,0.04325347202167934
2024-06-11,Google,Cross-network,6.00428149730855,0.009749344019250428,0.044258979186784585
2024-06-12,Google,Cross-network,5.996017627149718,0.009750899683143428,0.0437701348524731
2024-06-13,Google,Cross-network,6.241145787238293,0.009712680475238714,0.044418918439850574
2024-06-14,Google,Cross-network,6.406284874483083,0.009651799517135672,0.043794194233414484
2024-06-15,Google,Cross-network,6.506895143203488,0.009531980854558872,0.04543263060998693
2024-06-16,Google,Cross-network,6.709719800133946,0.009410799722690285,0.045797126356331694
2024-06-17,Google,Cross-network,6.641381185136593,0.009188816594332913,0.045787506657802256
2024-06-18,Google,Cross-network,6.488501091311611,0.00906898848522827,0.045354792407807945
2024-06-19,Google,Cross-network,6.5931864346739415,0.009043876101021114,0.04542337988123633
2024-06-20,Google,Cross-network,6.578718794481122,0.009056801755940527,0.045081691154542414
2024-06-21,Google,Cross-network,6.277526351328587,0.009001418390468228,0.04492447046151039
2024-06-22,Google,Cross-network,5.9327785918624185,0.008914689377168786,0.04306589849737334
2024-06-23,Google,Cross-network,5.611173379727178,0.008828073530239658,0.041575509108535094
2024-06-24,Google,Cross-network,5.464935724307758,0.008851984983092514,0.040926501867766044
2024-06-25,Google,Cross-network,5.591925433811566,0.008778201932446801,0.04148485859805019
2024-06-26,Google,Cross-network,5.445427685683675,0.008697506072375242,0.04128725537219751
2024-06-27,Google,Cross-network,5.119529163655194,0.008505963230338713,0.04016243478211782
2024-06-28,Google,Cross-network,5.227944709029793,0.0083790163634142,0.03973083638741648
2024-06-29,Google,Cross-network,5.115351752918068,0.00824763144841817,0.038776981131351355
2024-06-30,Google,Cross-network,5.057581536362812,0.008077643787047428,0.03826976815403364
2024-01-01,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-02,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-03,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-04,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-05,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-06,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-01-07,Google,Display Network,2.8271199849474233,0.020320719377103787,0.006562708261579686
2024-01-08,Google,Display Network,2.9744178696185335,0.019196423576089815,0.00800703599267213
2024-01-09,Google,Display Network,2.486456392893011,0.0190599045595297,0.006816559802195942
2024-01-10,Google,Display Network,3.6018526699434235,0.019179455879406542,0.011578464564100699
2024-01-11,Google,Display Network,2.3146388950080516,0.018067422181179873,0.009969869906725558
2024-01-12,Google,Display Network,3.226808207177364,0.018342789090693114,0.011737174766813916
2024-01-13,Google,Display Network,3.5266916055127746,0.017644254822191743,0.0118576728254563
2024-01-14,Google,Display Network,5.01014260946851,0.017857077315650942,0.016178474830468827
2024-01-15,Google,Display Network,4.54260458494584,0.019176663672740946,0.013702825479819472
2024-01-16,Google,Display Network,4.602000386277125,0.019476034612403385,0.013702825479819472
2024-01-17,Google,Display Network,4.155208831817503,0.019568243291824827,0.011619492146486141
2024-01-18,Google,Display Network,4.139658685403124,0.021584881824231912,0.012408965830696657
2024-01-19,Google,Display Network,6.270626628135773,0.02219014473060766,0.014213089542036856
2024-01-20,Google,Display Network,9.36822902573817,0.023136323848549026,0.015736257731871713
2024-01-21,Google,Display Network,9.654252124990842,0.024628697558809413,0.012440785007507615
2024-01-22,Google,Display Network,12.590432390892824,0.02394267979941813,0.019727942294664902
2024-01-23,Google,Display Network,12.531036589561538,0.024201393679385442,0.019727942294664902
2024-01-24,Google,Display Network,12.465969346448075,0.02382403671287733,0.018659028813779586
2024-01-25,Google,Display Network,12.325235926804453,0.022936806985362147,0.017155269415283357
2024-01-26,Google,Display Network,10.87658686087887,0.023744509560818455,0.01711845056403153
2024-01-27,Google,Display Network,9.030593723581386,0.023684985984415714,0.017125435389498213
2024-01-28,Google,Display Network,8.175409626596288,0.022830455240269713,0.01829058229932597
2024-01-29,Google,Display Network,5.184594056297022,0.023587608707018586,0.010354074362818043
2024-01-30,Google,Display Network,5.586223128978726,0.0236525231415686,0.011898475907219585
2024-01-31,Google,Display Network,5.291897734440111,0.02367176368229137,0.011232214185948556
2024-02-01,Google,Display Network,7.3891740182032555,0.023872344886907728,0.013829616783351142
2024-02-02,Google,Display Network,5.812060346601394,0.022121422374402455,0.010295007063174414
2024-02-03,Google,Display Network,5.637138333475532,0.021100116617340948,0.009847105130123959
2024-02-04,Google,Display Network,6.254949094143435,0.020310705791634697,0.010501867034885858
2024-02-05,Google,Display Network,6.230555691068405,0.019054639464610314,0.010501867034885858
2024-02-06,Google,Display Network,6.938714978175062,0.0189232985469431,0.011744921936477344
2024-02-07,Google,Display Network,6.7168928945174455,0.019140011256216772,0.011107648159041843
2024-02-08,Google,Display Network,7.942682448209562,0.020687894073654158,0.012795959847353542
2024-02-09,Google,Display Network,8.180217441809246,0.021640418882658215,0.01404595984735353
2024-02-10,Google,Display Network,6.430802921902924,0.022519093996209168,0.011665007466401157
2024-02-11,Google,Display Network,9.319454746269033,0.02157389756644956,0.010360894912288613
2024-02-12,Google,Display Network,11.535809706388543,0.021117511659144855,0.017114141665535355
2024-02-13,Google,Display Network,13.772359882014348,0.020905752144135516,0.020612399505256614
2024-02-14,Google,Display Network,13.685253492591924,0.022658397295192683,0.020306277056277026
2024-02-15,Google,Display Network,11.092658224801994,0.023066682006871116,0.018352924286597714
2024-02-16,Google,Display Network,11.218215186131001,0.025713978716792058,0.018761087551903845
2024-02-17,Google,Display Network,11.29802364582773,0.04785680490379431,0.01879048202574276
2024-02-18,Google,Display Network,7.1481897587845395,0.05543650233906423,0.017278660513921244
2024-02-19,Google,Display Network,4.908011436131988,0.06220425298718801,0.010630455777481214
2024-02-20,Google,Display Network,2.339717004265283,0.07231106774738195,0.004965859504189285
2024-02-21,Google,Display Network,2.709501343600942,0.09182536487855951,0.0052833198216496
2024-02-22,Google,Display Network,2.8196170477224243,0.09426851016339961,0.004558101162757486
2024-02-23,Google,Display Network,2.4667660825886273,0.09435132573665195,0.0028999378974513715
2024-02-24,Google,Display Network,2.3869576228918996,0.07497705884917157,0.002870543423612457
2024-02-25,Google,Display Network,2.1989731267678687,0.07011789174802016,0.0036359848787090856
2024-02-26,Google,Display Network,2.439203077329922,0.0656783589512182,0.004913431341165043
2024-02-27,Google,Display Network,2.2927379211508843,0.05846763739829174,0.0062492604911693
2024-02-28,Google,Display Network,3.9609401596310354,0.0499206288512832,0.006868568323591885
2024-02-29,Google,Display Network,3.709766473670275,0.04858972239621145,0.006805827010850572
2024-03-01,Google,Display Network,3.682638533541333,0.04956121660210112,0.006805827010850572
2024-03-02,Google,Display Network,3.694543295446095,0.052508828198586835,0.006805827010850572
2024-03-03,Google,Display Network,7.956592271171881,0.05164215421837457,0.0098427967368059
2024-03-04,Google,Display Network,8.209412513660022,0.05020995890042673,0.010430751607296914
2024-03-05,Google,Display Network,7.771813499401968,0.04695138087279076,0.008771423492489343
2024-03-06,Google,Display Network,6.427821106425965,0.032806645571372056,0.009751031649226643
2024-03-07,Google,Display Network,5.837709185477796,0.030222195927984256,0.0082066301048251
2024-03-08,Google,Display Network,6.975535601274279,0.025698005578898127,0.0103170197152147
2024-03-09,Google,Display Network,6.963630839369516,0.0198637922237423,0.0103170197152147
2024-03-10,Google,Display Network,2.6129265346495063,0.019160224477765244,0.006450107817488115
2024-03-11,Google,Display Network,6.8729679425170005,0.0188171465410946,0.008361652045374172
2024-03-12,Google,Display Network,6.875603240865069,0.019853183147307284,0.008338758272480401
2024-03-13,Google,Display Network,6.951500340281333,0.0212664369672445,0.0096178706876647
2024-03-14,Google,Display Network,7.203654956876981,0.021729452015732325,0.010545514472451329
2024-03-15,Google,Display Network,6.2863758446812,0.02274870812974247,0.0087456838682729
2024-03-16,Google,Display Network,10.67423668850059,0.024770607560709115,0.012852826725415743
2024-03-17,Google,Display Network,10.83594042487511,0.0260446844528987,0.013126118650881587
2024-03-18,Google,Display Network,6.374295518465344,0.026777683540449355,0.010831432660543427
2024-03-19,Google,Display Network,7.346383294525704,0.025581570597447513,0.015318612147722914
2024-03-20,Google,Display Network,6.597853298734184,0.02587290906553757,0.012295240465505328
2024-03-21,Google,Display Network,7.260599728334545,0.027287588263913858,0.013799207622967926
2024-03-22,Google,Display Network,7.5306075770319145,0.02731619236396276,0.016242521250147458
2024-03-23,Google,Display Network,3.1750917466896107,0.025899960803874727,0.012664478922105144
2024-03-24,Google,Display Network,4.509722349654237,0.027374743535647512,0.013696946454572671
2024-03-25,Google,Display Network,5.184795235951612,0.029751270016474884,0.013622249909287886
2024-03-26,Google,Display Network,5.449328380036314,0.03292806191648779,0.012091637664389929
2024-03-27,Google,Display Network,6.563898852141504,0.0353775419980398,0.014117322822605199
2024-03-28,Google,Display Network,5.950706806092314,0.035317223127281076,0.012297956778315142
2024-03-29,Google,Display Network,5.849096572076671,0.0361098507472397,0.010734560335400628
2024-03-30,Google,Display Network,5.816751558599583,0.03745471669604772,0.0102054598063001
2024-03-31,Google,Display Network,4.257518109122231,0.03635273996433517,0.008744420845261143
2024-04-01,Google,Display Network,7.5337035275275115,0.035451862266461215,0.012946101517530059
2024-04-02,Google,Display Network,7.453408552394601,0.036496068999328966,0.012189499664190287
2024-04-03,Google,Display Network,6.315104625246052,0.03740899841385038,0.0099916974663881
2024-04-04,Google,Display Network,6.025326453107632,0.03989601734333144,0.009379452568428929
2024-04-05,Google,Display Network,6.7754507806088755,0.041207553369954346,0.009344438562826686
2024-04-06,Google,Display Network,7.052069293182443,0.042052008014866575,0.009910209425627243
2024-04-07,Google,Display Network,7.052799047635488,0.0508918215248061,0.009910209425627243
2024-04-08,Google,Display Network,3.4152683016254812,0.05230010645771028,0.005036259845795299
2024-04-09,Google,Display Network,2.7340492386578283,0.05173762089110466,0.004219732447434384
2024-04-10,Google,Display Network,3.5094186967859073,0.05077422594624156,0.005164242482853499
2024-04-11,Google,Display Network,5.679704932289534,0.050459232781479915,0.008867946186557198
2024-04-12,Google,Display Network,8.618107303138864,0.112495439162452,0.008189668612479556
2024-04-13,Google,Display Network,8.913892496074803,0.17823107986656206,0.007933615132567113
2024-04-14,Google,Display Network,12.84704647173281,0.1709624291119958,0.012434593606148311
2024-04-15,Google,Display Network,12.339514248317128,0.17130050272277256,0.012987985694691057
2024-04-16,Google,Display Network,11.667792134814192,0.16611532887829103,0.011329822429384942
2024-04-17,Google,Display Network,10.892422676686113,0.16028344146745627,0.0065627082615796846
2024-04-18,Google,Display Network,8.706608490871927,0.15299894126510902,0.0065627082615796846
2024-04-19,Google,Display Network,4.628649307198459,0.08531489435257548,0.0065627082615796846
2024-04-20,Google,Display Network,4.056245601688951,0.013594777734499686,0.0065627082615796846
2024-04-21,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-22,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-23,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-24,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-25,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-26,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-27,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-28,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-29,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-04-30,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-05-01,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-05-02,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-05-03,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-05-04,Google,Display Network,2.8271199849474233,0.020320719377103783,0.0065627082615796846
2024-05-05,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-06,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-07,Google,Display Network,0.0,0.004761904761904741,0.0065627082615796846
2024-05-08,Google,Display Network,0.0,0.004761904761904741,0.0065627082615796846
2024-05-09,Google,Display Network,2.8271199849474233,0.004761904761904741,0.0065627082615796846
2024-05-10,Google,Display Network,2.8271199849474233,0.004761904761904741,0.0065627082615796846
2024-05-11,Google,Display Network,2.8271199849474233,0.004761904761904741,0.0065627082615796846
2024-05-12,Google,Display Network,2.8271199849474233,0.004761904761904741,0.0065627082615796846
2024-05-13,Google,Display Network,2.8271199849474233,0.004761904761904741,0.0065627082615796846
2024-05-14,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-15,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-16,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-17,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-18,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-19,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-20,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-21,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-22,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-23,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-24,Google,Display Network,0.0,0.0,0.0065627082615796846
2024-05-25,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-26,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-27,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-28,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-29,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-30,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
2024-05-31,Google,Display Network,2.8271199849474233,0.0,0.0065627082615796846
