Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
2024-03-09,Cross-network,567434.0,4522.0,3951.8,126.3,20279.7
2024-03-10,Cross-network,529934.0,4064.0,3688.6,141.6,30093.7
2024-03-11,Cross-network,610974.0,4485.0,6117.7,175.6,28059.4
2024-03-12,Cross-network,573292.0,4403.0,5446.200000000001,185.2,32301.300000000003
2024-03-13,Cross-network,562023.0,4203.0,5055.7,170.2,28127.800000000003
2024-03-14,Cross-network,568244.0,4196.0,5257.2,166.3,35037.1
2024-03-15,Cross-network,568963.0,4228.0,5369.2,134.9,19552.6
2024-03-16,Cross-network,520137.0,4089.0,3717.8,137.8,26380.800000000003
2024-03-17,Cross-network,535888.0,4478.0,3840.3,131.3,17959.699999999997
2024-03-18,Cross-network,629743.0,4761.0,5694.5,203.5,31234.4
2024-03-19,Cross-network,592538.0,4434.0,5863.2,164.6,29516.4
2024-03-20,Cross-network,490286.0,3749.0,4667.8,152.4,21159.4
2024-03-21,Cross-network,502427.0,3738.0,4790.1,177.2,30264.5
2024-03-22,Cross-network,459710.0,3472.0,3980.3,118.69999999999999,20199.9
2024-03-23,Cross-network,441055.0,3475.0,3130.0,115.2,14725.8
2024-03-24,Cross-network,408849.0,3208.0,2688.8999999999996,112.69999999999999,12616.8
2024-03-25,Cross-network,501463.0,3772.0,4411.7,160.8,27843.9
2024-03-26,Cross-network,526413.0,3963.0,4704.0,134.0,28355.9
2024-03-27,Cross-network,466364.0,3515.0,4111.200000000001,144.0,30475.7
2024-03-28,Cross-network,560156.0,4113.0,5030.299999999999,169.5,31447.5
2024-03-29,Cross-network,466874.0,3510.0,3980.2,140.9,25174.7
2024-03-30,Cross-network,430032.0,3372.0,3203.2000000000003,119.7,18787.9
2024-03-31,Cross-network,398669.0,3078.0,2676.7,102.0,15132.2
2024-04-01,Cross-network,503896.0,3808.0,4956.0,181.60000000000002,29677.5
2024-04-02,Cross-network,532737.0,4015.0,4769.9,164.2,22878.4
2024-04-03,Cross-network,539816.0,3963.0,4855.9,188.0,25925.6
2024-04-04,Cross-network,557217.0,4143.0,4866.0,165.4,31224.9
2024-04-05,Cross-network,528671.0,4084.0,4793.4,180.8,30241.399999999998
2024-04-06,Cross-network,524990.0,4190.0,3912.6000000000004,152.7,18685.5
2024-04-07,Cross-network,518816.0,4439.0,3884.1000000000004,167.4,31912.3
2024-04-08,Cross-network,567018.0,4374.0,5283.4,204.1,31599.4
2024-04-09,Cross-network,640156.0,4928.0,6362.3,239.9,41065.0
2024-04-10,Cross-network,691356.0,5223.0,6886.5,219.7,34180.4
2024-04-11,Cross-network,757872.0,5591.0,6771.599999999999,206.8,32631.0
2024-04-12,Cross-network,679653.0,4936.0,6048.6,182.5,44070.8
2024-04-13,Cross-network,587679.0,4483.0,4608.4,178.6,29236.6
2024-04-14,Cross-network,569444.0,4436.0,4498.0,142.1,23322.7
2024-04-15,Cross-network,683976.0,5052.0,6622.1,219.0,35565.100000000006
2024-04-16,Cross-network,682735.0,4899.0,6523.8,205.89999999999998,38978.9
2024-04-17,Cross-network,689760.0,5106.0,6789.900000000001,218.79999999999998,36318.3
2024-04-18,Cross-network,664295.0,4962.0,6507.2,215.7,41514.2
2024-04-19,Cross-network,649258.0,4837.0,5652.2,172.7,31355.699999999997
2024-04-20,Cross-network,611457.0,4843.0,4805.6,193.5,38440.3
2024-04-21,Cross-network,612603.0,4896.0,4928.2,172.39999999999998,23447.6
2024-04-22,Cross-network,752574.0,5328.0,7389.8,221.89999999999998,37768.8
2024-04-23,Cross-network,684751.0,5010.0,5858.1,207.7,33800.0
2024-04-24,Cross-network,709784.0,5282.0,6126.299999999999,207.9,33960.9
2024-04-25,Cross-network,634994.0,4834.0,5851.5,167.3,25580.0
2024-04-26,Cross-network,587376.0,4414.0,5082.9,174.3,28807.9
2024-04-27,Cross-network,554676.0,4493.0,4079.2000000000003,154.4,19485.9
2024-04-28,Cross-network,629325.0,4905.0,4926.4,197.1,30494.300000000003
2024-04-29,Cross-network,903224.0,5868.0,8746.5,272.8,51543.7
2024-04-30,Cross-network,750460.0,5441.0,7033.1,225.89999999999998,35840.7
2024-05-01,Cross-network,689216.0,5019.0,6636.7,210.0,35452.7
2024-05-02,Cross-network,730984.0,5167.0,7030.0,233.89999999999998,36420.2
2024-05-03,Cross-network,704619.0,4947.0,6217.4,216.2,30267.8
2024-05-04,Cross-network,659800.0,4859.0,5219.6,167.5,23929.6
2024-05-05,Cross-network,728891.0,5324.0,5492.799999999999,181.1,28039.7
2024-05-06,Cross-network,888622.0,5846.0,7678.099999999999,209.70000000000002,30642.5
2024-05-07,Cross-network,774345.0,5233.0,6726.5,201.10000000000002,31362.199999999997
2024-05-08,Cross-network,664949.0,5033.0,6296.799999999999,194.7,29282.5
2024-05-09,Cross-network,835610.0,15269.0,5714.5,200.10000000000002,26209.9
2024-05-10,Cross-network,505854.0,4630.0,4238.1,163.8,30156.1
2024-05-11,Cross-network,378008.0,3159.0,2948.0,116.0,12764.400000000001
2024-05-12,Cross-network,326840.0,2769.0,2364.2,107.7,12532.8
2024-05-13,Cross-network,449304.0,3735.0,4278.9,170.39999999999998,28553.199999999997
2024-05-14,Cross-network,468204.0,3702.0,4408.799999999999,164.2,21376.1
2024-05-15,Cross-network,448482.0,3638.0,4205.6,149.89999999999998,23763.3
2024-05-16,Cross-network,406657.0,3181.0,3717.2,127.0,18440.899999999998
2024-05-17,Cross-network,441464.0,3258.0,3566.8,127.10000000000001,19491.1
2024-05-18,Cross-network,365781.0,3147.0,2732.3,129.1,15500.0
2024-05-19,Cross-network,349509.0,3027.0,2710.6,119.1,15030.4
2024-05-20,Cross-network,475928.0,3678.0,4330.7,172.39999999999998,29644.4
2024-05-21,Cross-network,474753.0,3650.0,4693.299999999999,175.4,26631.4
2024-05-22,Cross-network,462635.0,3756.0,4578.8,128.7,19921.3
2024-05-23,Cross-network,467597.0,3602.0,4582.5,94.80000000000001,15035.6
2024-05-24,Cross-network,414599.0,3287.0,3985.5,91.2,19170.7
2024-05-25,Cross-network,381455.0,3110.0,2962.5,67.7,8285.400000000001
2024-05-26,Cross-network,506284.0,4312.0,4576.6,98.10000000000001,15019.099999999999
2024-05-27,Cross-network,631849.0,5435.0,6646.700000000001,114.5,21692.4
2024-05-28,Cross-network,712369.0,5561.0,7339.9,256.3,39968.2
2024-05-29,Cross-network,580235.0,4063.0,5680.5,169.4,28039.6
2024-05-30,Cross-network,551460.0,3769.0,5267.7,134.2,22457.2
2024-05-31,Cross-network,481770.0,3520.0,4388.0,133.2,21376.0
2024-06-01,Cross-network,411931.0,3213.0,3012.9,97.6,11872.8
2024-06-02,Cross-network,408955.0,3302.0,3065.9,130.70000000000002,17159.5
2024-06-03,Cross-network,512467.0,4076.0,4938.6,180.7,27146.300000000003
2024-06-04,Cross-network,588024.0,4600.0,5794.8,182.5,24058.899999999998
2024-06-05,Cross-network,621599.0,5485.0,6719.3,245.0,34801.2
2024-06-06,Cross-network,583307.0,5239.0,6211.0,212.8,30318.3
2024-06-07,Cross-network,500037.0,4764.0,5229.9,224.6,33567.7
2024-06-08,Cross-network,411956.0,4291.0,3996.8,171.4,26185.3
2024-06-09,Cross-network,418993.0,4537.0,4264.2,203.7,27583.4
2024-06-10,Cross-network,443441.0,4554.0,4792.6,208.7,31733.0
2024-06-11,Cross-network,542116.0,5095.0,5829.3,238.0,34448.0
2024-06-12,Cross-network,579859.0,5123.0,5829.1,211.29999999999998,29853.4
2024-06-13,Cross-network,541771.0,4721.0,5200.7,213.2,34310.5
2024-06-14,Cross-network,480380.0,4372.0,4633.4,187.0,35095.2
2024-06-15,Cross-network,424853.0,4069.0,3558.5,209.2,25819.9
2024-06-16,Cross-network,451700.0,4508.0,4038.4,213.9,31856.4
2024-06-17,Cross-network,617040.0,5378.0,6499.9,246.1,39928.100000000006
2024-06-18,Cross-network,658445.0,5636.0,6802.6,246.2,32919.8
2024-06-19,Cross-network,654570.0,5668.0,7091.1,236.5,41513.0
2024-06-20,Cross-network,619570.0,5455.0,6330.7,233.3,41124.3
2024-06-21,Cross-network,576695.0,5025.0,5771.299999999999,209.4,31546.2
2024-06-22,Cross-network,543124.0,4872.0,4866.7,187.10000000000002,23567.5
2024-06-23,Cross-network,551326.0,5168.0,4854.700000000001,191.3,27366.6
2024-06-24,Cross-network,613969.0,5454.0,6664.4,224.8,34116.5
2024-06-25,Cross-network,655719.0,5274.0,6522.299999999999,251.0,37361.2
2024-06-26,Cross-network,678630.0,5493.0,6826.5,221.6,32963.5
2024-06-27,Cross-network,615111.0,4591.0,5601.200000000001,160.20000000000002,23607.5
2024-06-28,Cross-network,535987.0,4194.0,4636.9,162.1,28864.5
2024-06-29,Cross-network,515239.0,4148.0,3840.0,131.6,15569.099999999999
2024-06-30,Cross-network,522859.0,4279.0,3623.3,143.2,18959.8
2024-01-01,Display Network,3876.0,85.0,27.2,1.0,84.6
2024-01-02,Display Network,5038.0,96.0,26.7,0.8,91.2
2024-01-03,Display Network,3939.0,85.0,34.2,0.0,0.5
2024-01-04,Display Network,6776.0,123.0,32.7,2.0,331.4
2024-01-05,Display Network,5412.0,92.0,33.9,0.0,0.0
2024-01-06,Display Network,4248.0,97.0,32.3,0.8,84.3
2024-01-07,Display Network,3457.0,75.0,31.7,0.1,16.0
2024-01-08,Display Network,4552.0,64.0,29.0,1.4,120.1
2024-01-09,Display Network,3978.0,72.0,29.6,0.0,0.0
2024-01-10,Display Network,3212.0,72.0,25.9,2.4,202.6
2024-01-11,Display Network,5787.0,60.0,26.6,0.3,29.9
2024-01-12,Display Network,5125.0,97.0,27.0,1.2,172.4
2024-01-13,Display Network,4904.0,88.0,27.5,0.8,129.5
2024-01-14,Display Network,3278.0,76.0,27.0,2.4,294.0
2024-01-15,Display Network,2833.0,66.0,27.4,0.3,23.8
2024-01-16,Display Network,4407.0,89.0,27.9,0.0,11.6
2024-01-17,Display Network,3469.0,80.0,27.2,1.5,127.7
2024-01-18,Display Network,3104.0,76.0,26.3,0.8,26.7
2024-01-19,Display Network,3281.0,76.0,25.5,1.9,543.2
2024-01-20,Display Network,3297.0,81.0,26.0,1.6,686.2
2024-01-21,Display Network,2795.0,94.0,25.7,0.8,331.3
2024-01-22,Display Network,3893.0,72.0,25.6,4.0,548.4
2024-01-23,Display Network,3908.0,86.0,26.6,0.0,0.0
2024-01-24,Display Network,3477.0,71.0,25.9,0.8,109.8
2024-01-25,Display Network,5527.0,101.0,26.6,0.0,0.8
2024-01-26,Display Network,3366.0,97.0,25.4,2.4,283.5
2024-01-27,Display Network,4182.0,101.0,25.3,2.0,340.8
2024-01-28,Display Network,3472.0,96.0,25.2,1.6,174.0
2024-01-29,Display Network,3236.0,77.0,25.3,0.0,12.3
2024-01-30,Display Network,4942.0,111.0,22.8,1.2,64.1
2024-01-31,Display Network,5157.0,106.0,26.8,0.7,58.4
2024-02-01,Display Network,4472.0,88.0,21.8,1.6,320.7
2024-02-02,Display Network,4106.0,68.0,14.8,0.0,1.8
2024-02-03,Display Network,3529.0,60.0,12.2,1.0,149.4
2024-02-04,Display Network,3616.0,80.0,23.1,1.7,259.4
2024-02-05,Display Network,6399.0,96.0,27.9,0.0,8.8
2024-02-06,Display Network,5710.0,123.0,54.0,2.4,419.5
2024-02-07,Display Network,6343.0,140.0,46.3,0.3,29.0
2024-02-08,Display Network,3605.0,110.0,31.9,3.3,743.0
2024-02-09,Display Network,3444.0,80.0,37.1,0.7,66.2
2024-02-10,Display Network,2030.0,47.0,11.5,0.0,0.0
2024-02-11,Display Network,2128.0,33.0,6.0,0.4,188.7
2024-02-12,Display Network,4658.0,55.0,19.4,2.6,307.1
2024-02-13,Display Network,3739.0,75.0,23.8,3.3,557.5
2024-02-14,Display Network,4834.0,166.0,54.2,0.0,0.9
2024-02-15,Display Network,4405.0,147.0,55.8,2.4,287.0
2024-02-16,Display Network,2682.0,112.0,49.0,1.3,130.5
2024-02-17,Display Network,2728.0,486.0,35.8,0.1,20.0
2024-02-18,Display Network,1896.0,130.0,34.4,0.2,82.6
2024-02-19,Display Network,2298.0,136.0,29.6,0.1,4.4
2024-02-20,Display Network,1773.0,161.0,29.8,0.7,162.3
2024-02-21,Display Network,2106.0,360.0,31.4,0.8,81.8
2024-02-22,Display Network,1585.0,80.0,26.8,0.9,158.5
2024-02-23,Display Network,2291.0,97.0,26.9,0.0,5.2
2024-02-24,Display Network,2069.0,88.0,25.6,0.0,0.0
2024-02-25,Display Network,2518.0,87.0,25.8,0.6,28.0
2024-02-26,Display Network,3309.0,93.0,27.1,0.9,49.6
2024-02-27,Display Network,1810.0,73.0,26.6,1.0,117.6
2024-02-28,Display Network,1647.0,183.0,22.3,1.2,318.5
2024-02-29,Display Network,1798.0,74.0,21.8,0.8,90.6
2024-03-01,Display Network,1628.0,80.0,29.3,0.0,0.1
2024-03-02,Display Network,1314.0,83.0,27.6,0.0,2.3
2024-03-03,Display Network,3616.0,103.0,31.1,2.9,961.6
2024-03-04,Display Network,3208.0,58.0,28.5,0.8,102.6
2024-03-05,Display Network,5479.0,96.0,29.9,0.2,40.6
2024-03-06,Display Network,6778.0,82.0,28.700000000000003,1.1,139.9
2024-03-07,Display Network,3425.0,79.0,27.8,0.0,0.7
2024-03-08,Display Network,5037.0,88.0,28.3,1.3,225.5
2024-03-09,Display Network,4479.0,100.0,27.6,0.0,0.0
2024-03-10,Display Network,3905.0,92.0,26.9,0.1,12.5
2024-03-11,Display Network,5868.0,92.0,27.6,2.5,922.4
2024-03-12,Display Network,4198.0,104.0,28.7,0.2,39.5
2024-03-13,Display Network,3456.0,76.0,30.8,1.7,166.5
2024-03-14,Display Network,2927.0,77.0,26.700000000000003,0.5,47.8
2024-03-15,Display Network,3739.0,92.0,25.400000000000002,0.2,39.3
2024-03-16,Display Network,2193.0,80.0,19.3,2.3,592.8
2024-03-17,Display Network,3079.0,100.0,29.5,0.3,47.1
2024-03-18,Display Network,4325.0,90.0,39.2,1.0,85.8
2024-03-19,Display Network,4390.0,72.0,30.400000000000002,2.4,248.7
2024-03-20,Display Network,3454.0,83.0,31.3,0.1,5.2
2024-03-21,Display Network,2596.0,94.0,31.200000000000003,1.6,200.6
2024-03-22,Display Network,3346.0,83.0,31.1,1.6,106.9
2024-03-23,Display Network,3049.0,81.0,26.5,0.3,6.0
2024-03-24,Display Network,2056.0,88.0,24.6,0.9,269.1
2024-03-25,Display Network,2270.0,85.0,24.5,0.9,169.4
2024-03-26,Display Network,2174.0,84.0,24.5,1.9,245.8
2024-03-27,Display Network,2210.0,91.0,25.099999999999998,1.4,200.0
2024-03-28,Display Network,1956.0,70.0,17.5,0.3,37.4
2024-03-29,Display Network,1186.0,36.0,7.3,0.3,19.9
2024-03-30,Display Network,806.0,29.0,4.699999999999999,0.0,0.0
2024-03-31,Display Network,1425.0,50.0,8.200000000000001,0.0,0.2
2024-04-01,Display Network,2248.0,70.0,26.900000000000002,2.8,802.9
2024-04-02,Display Network,2764.0,127.0,39.1,2.2,370.3
2024-04-03,Display Network,1829.0,87.0,36.1,0.0,0.0
2024-04-04,Display Network,2143.0,114.0,36.800000000000004,0.0,4.0
2024-04-05,Display Network,3440.0,136.0,30.3,1.1,241.7
2024-04-06,Display Network,2411.0,101.0,26.7,0.4,51.7
2024-04-07,Display Network,1846.0,179.0,33.9,0.0,1.0
2024-04-08,Display Network,3732.0,153.0,30.4,0.9,133.3
2024-04-09,Display Network,2666.0,112.0,29.2,1.3,137.3
2024-04-10,Display Network,2964.0,121.0,29.0,0.8,157.4
2024-04-11,Display Network,2118.0,108.0,28.6,2.8,437.6
2024-04-12,Display Network,2022.0,958.0,35.0,3.2,999.1
2024-04-13,Display Network,1470.0,738.0,29.3,1.6,117.4
2024-04-14,Display Network,1584.0,73.0,20.3,2.3,559.5
2024-04-15,Display Network,1891.0,82.0,28.0,0.8,23.3
2024-04-16,Display Network,175.0,1.0,0.9,0.0,0.0
2024-04-17,Display Network,56.0,0.0,0.3,0.0,0.0
2024-04-18,Display Network,36.0,0.0,0.3,0.0,0.0
2024-04-19,Display Network,28.0,0.0,0.3,0.0,0.0
2024-04-20,Display Network,16.0,0.0,0.2,0.0,0.0
2024-04-21,Display Network,0.0,0.0,0.0,0.0,0.0
2024-04-22,Display Network,37.0,0.0,0.3,0.0,0.0
2024-04-23,Display Network,41.0,0.0,0.1,0.0,0.0
2024-04-24,Display Network,97.0,0.0,0.8,0.0,0.0
2024-04-25,Display Network,49.0,0.0,0.4,0.0,0.0
2024-04-26,Display Network,32.0,0.0,0.2,0.0,0.0
2024-04-27,Display Network,19.0,0.0,0.1,0.0,0.0
2024-04-28,Display Network,0.0,0.0,0.0,0.0,0.0
2024-04-29,Display Network,107.0,0.0,0.9,0.0,0.0
2024-04-30,Display Network,23.0,0.0,0.2,0.0,0.0
2024-05-01,Display Network,17.0,0.0,0.1,0.0,0.0
2024-05-02,Display Network,33.0,0.0,0.2,0.0,0.0
2024-05-03,Display Network,61.0,0.0,0.4,0.0,0.0
2024-05-04,Display Network,4.0,0.0,0.1,0.0,0.0
2024-05-05,Display Network,8.0,0.0,0.1,0.0,0.0
2024-05-06,Display Network,64.0,0.0,0.4,0.0,0.0
2024-05-07,Display Network,30.0,1.0,0.2,0.0,0.0
2024-05-08,Display Network,70.0,0.0,0.5,0.0,0.0
2024-05-09,Display Network,4.0,0.0,0.0,0.0,0.0
2024-05-10,Display Network,51.0,0.0,0.5,0.0,0.0
2024-05-11,Display Network,4.0,0.0,0.0,0.0,0.0
2024-05-12,Display Network,4.0,0.0,0.0,0.0,0.0
2024-05-13,Display Network,96.0,0.0,0.8,0.0,0.0
2024-05-14,Display Network,117.0,0.0,0.8,0.0,0.0
2024-05-15,Display Network,16.0,0.0,0.2,0.0,0.0
2024-05-16,Display Network,45.0,0.0,0.3,0.0,0.0
2024-05-17,Display Network,71.0,0.0,0.4,0.0,0.0
2024-05-18,Display Network,73.0,0.0,0.7,0.0,0.0
2024-05-19,Display Network,12.0,0.0,0.1,0.0,0.0
2024-05-20,Display Network,64.0,0.0,0.5,0.0,0.0
2024-05-21,Display Network,118.0,0.0,0.8,0.0,0.0
2024-05-22,Display Network,70.0,0.0,0.4,0.0,0.0
2024-05-23,Display Network,74.0,0.0,0.4,0.0,0.0
2024-05-24,Display Network,48.0,0.0,0.3,0.0,0.0
2024-05-25,Display Network,2.0,0.0,0.0,0.0,0.0
2024-05-26,Display Network,1.0,0.0,0.0,0.0,0.0
2024-05-27,Display Network,111.0,0.0,0.6,0.0,0.0
2024-05-28,Display Network,48.0,0.0,0.4,0.0,0.0
2024-05-29,Display Network,52.0,0.0,0.4,0.0,0.0
2024-05-30,Display Network,44.0,0.0,0.3,0.0,0.0
2024-05-31,Display Network,33.0,0.0,0.3,0.0,0.0
2024-06-01,Display Network,1.0,0.0,0.0,0.0,0.0
2024-06-02,Display Network,0.0,0.0,0.0,0.0,0.0
2024-06-03,Display Network,44.0,0.0,0.3,0.0,0.0
2024-06-04,Display Network,60.0,0.0,0.5,0.0,0.0
2024-06-05,Display Network,47.0,0.0,0.4,0.0,0.0
2024-06-06,Display Network,52.0,0.0,0.4,0.0,0.0
2024-06-07,Display Network,36.0,0.0,0.3,0.0,0.0
2024-06-08,Display Network,21.0,0.0,0.2,0.0,0.0
2024-06-09,Display Network,0.0,0.0,0.0,0.0,0.0
2024-06-10,Display Network,107.0,0.0,0.6,0.0,0.0
2024-06-11,Display Network,135.0,0.0,0.9,0.0,0.0
2024-06-12,Display Network,32.0,0.0,0.2,0.0,0.0
2024-06-13,Display Network,45.0,1.0,0.3,0.0,0.0
2024-06-14,Display Network,84.0,1.0,0.4,0.0,0.0
2024-06-15,Display Network,3007.0,17.0,16.3,0.0,0.0
2024-06-16,Display Network,105.0,1.0,0.8,0.0,0.0
2024-06-17,Display Network,121.0,0.0,0.6,0.0,0.0
2024-06-18,Display Network,247.0,0.0,1.2,0.0,0.0
2024-06-19,Display Network,137.0,0.0,0.9,0.0,0.0
2024-06-20,Display Network,123.0,0.0,0.5,0.0,0.0
2024-06-21,Display Network,145.0,1.0,2.1,0.0,0.0
2024-06-22,Display Network,109.0,0.0,0.7,0.0,0.0
2024-06-23,Display Network,36.0,0.0,0.3,0.0,0.0
2024-06-24,Display Network,25.0,0.0,0.2,0.0,0.0
2024-06-25,Display Network,16.0,0.0,0.1,0.0,0.0
2024-06-26,Display Network,16.0,0.0,0.1,0.0,0.0
2024-06-27,Display Network,43.0,0.0,0.4,0.0,0.0
2024-06-28,Display Network,20.0,0.0,0.2,0.0,0.0
2024-06-29,Display Network,15.0,0.0,0.1,0.0,0.0
2024-06-30,Display Network,36.0,0.0,0.2,0.0,0.0
2024-01-01,Search Network,10557.0,1004.0,1413.8,59.2,9353.5
2024-01-02,Search Network,12754.0,1344.0,2218.7,81.4,15953.2
2024-01-03,Search Network,14224.0,1380.0,2687.6,79.7,14283.2
2024-01-04,Search Network,12067.0,1345.0,2301.5,76.0,16244.5
2024-01-05,Search Network,11147.0,1224.0,2108.2,85.3,15785.3
2024-01-06,Search Network,9278.0,1053.0,1284.2,63.7,9613.6
2024-01-07,Search Network,10010.0,1033.0,1322.6,59.1,10766.4
2024-01-08,Search Network,11803.0,1281.0,1944.6999999999998,125.0,23775.9
2024-01-09,Search Network,11359.0,1315.0,2018.5,96.6,18460.7
2024-01-10,Search Network,11353.0,1347.0,2463.8999999999996,116.5,23157.800000000003
2024-01-11,Search Network,11156.0,1309.0,2012.0,129.9,24628.5
2024-01-12,Search Network,9742.0,1208.0,1682.0,85.0,14535.1
2024-01-13,Search Network,8289.0,979.0,1073.9,60.5,9450.599999999999
2024-01-14,Search Network,8877.0,1037.0,1236.2,67.5,11371.1
2024-01-15,Search Network,11578.0,1341.0,2131.9,115.5,22391.0
2024-01-16,Search Network,10774.0,1281.0,1885.3000000000002,97.6,15823.5
2024-01-17,Search Network,10572.0,1220.0,2056.3999999999996,89.19999999999999,17546.9
2024-01-18,Search Network,11386.0,1297.0,2306.9,111.39999999999999,17702.5
2024-01-19,Search Network,10408.0,1196.0,1853.4,79.8,10488.1
2024-01-20,Search Network,8462.0,1014.0,951.9000000000001,68.3,9245.0
2024-01-21,Search Network,8460.0,993.0,1012.3,68.4,11310.3
2024-01-22,Search Network,12252.0,1287.0,2176.6,110.9,21210.199999999997
2024-01-23,Search Network,13530.0,1356.0,2275.6000000000004,134.9,34892.2
2024-01-24,Search Network,25145.0,1688.0,3972.0,133.7,33960.9
