Date,Platform,Campaign type,Cost,Revenue,Click Through Rate,Conversion Rate,ROI
2024-03-22,Google,Cross-network,3980.3,20199.9,0.007552587500815731,0.03418778801843318,5.07496922342537
2024-03-23,Google,Cross-network,3130.0,14725.8,0.007878835972837854,0.033151079136690645,4.704728434504792
2024-03-24,Google,Cross-network,2688.9,12616.8,0.007846417626067326,0.035130922693266835,4.69217895793819
2024-03-25,Google,Cross-network,4411.7,27843.9,0.007521990655342468,0.042629904559915166,6.311376566856315
2024-03-26,Google,Cross-network,4704.0,28355.9,0.007528309521231428,0.03381276810497098,6.028039965986395
2024-03-27,Google,Cross-network,4111.200000000001,30475.7,0.007537031160209622,0.04096728307254623,7.412847830317181
2024-03-28,Google,Cross-network,5030.299999999999,31447.5,0.0073425974192903405,0.0412107950401167,6.251615211816394
2024-03-29,Google,Cross-network,3980.2,25174.7,0.007518088392157199,0.040142450142450145,6.324983669162354
2024-03-30,Google,Cross-network,3203.2000000000003,18787.9,0.007841276928228598,0.03549822064056939,5.865353396603396
2024-03-31,Google,Cross-network,2676.7,15132.2,0.007720690597964728,0.03313840155945419,5.653304442036837
2024-04-01,Google,Cross-network,4956.0,29677.5,0.007557114960229889,0.0476890756302521,5.98819612590799
2024-04-02,Google,Cross-network,4769.9,22878.4,0.00753655180698919,0.04089663760896637,4.796410826222773
2024-04-03,Google,Cross-network,4855.9,25925.6,0.0073413903996917464,0.04743880898309362,5.338989682654091
2024-04-04,Google,Cross-network,4866.0,31224.9,0.0074351643973532755,0.03992276128409365,6.416954377311961
2024-04-05,Google,Cross-network,4793.4,30241.4,0.007725031257625253,0.04427032321253673,6.308966495598115
2024-04-06,Google,Cross-network,3912.6,18685.5,0.00798110440198861,0.036443914081145584,4.775724582119307
2024-04-07,Google,Cross-network,3884.1,31912.3,0.008556019860605687,0.03771119621536382,8.216137586570891
2024-04-08,Google,Cross-network,5283.4,31599.4,0.0077140408241008224,0.04666209419295839,5.980883521974487
2024-04-09,Google,Cross-network,6362.3,41065.0,0.0076981235823767955,0.04868100649350649,6.454426858211653
2024-04-10,Google,Cross-network,6886.5,34180.4,0.007554718553104334,0.042063947922649815,4.963392144049953
2024-04-11,Google,Cross-network,6771.599999999999,32631.0,0.007377235205945068,0.036988016455016995,4.818802055644161
2024-04-12,Google,Cross-network,6048.6,44070.8,0.007262529555523186,0.03697325769854133,7.286115795390669
2024-04-13,Google,Cross-network,4608.4,29236.6,0.007628314096641194,0.03983939326343966,6.344197552295808
2024-04-14,Google,Cross-network,4498.0,23322.7,0.007790054860530623,0.03203336339044184,5.185126722987995
2024-04-15,Google,Cross-network,6622.1,35565.100000000006,0.007386224078037826,0.04334916864608076,5.370667915011855
2024-04-16,Google,Cross-network,6523.8,38978.9,0.007175551275385032,0.042028985507246375,5.974876605659278
2024-04-17,Google,Cross-network,6789.900000000001,36318.3,0.0074025748086290885,0.042851547199373285,5.348871117394954
2024-04-18,Google,Cross-network,6507.2,41514.2,0.0074695730059687335,0.043470374848851266,6.37973321858864
2024-04-19,Google,Cross-network,5652.2,31355.7,0.007450042972131264,0.035703948728550754,5.547521319132374
2024-04-20,Google,Cross-network,4805.6,38440.3,0.00792042612971967,0.03995457361139789,7.999063592475445
2024-04-21,Google,Cross-network,4928.2,23447.6,0.007992125405850118,0.03521241830065359,4.7578426200235375
2024-04-22,Google,Cross-network,7389.8,37768.8,0.0070797024611533215,0.0416478978978979,5.110936696527647
2024-04-23,Google,Cross-network,5858.1,33800.0,0.007316528197841259,0.04145708582834331,5.769788839384783
2024-04-24,Google,Cross-network,6126.299999999999,33960.9,0.007441700573695659,0.039360090874668685,5.543460163557124
2024-04-25,Google,Cross-network,5851.5,25580.0,0.007612670355940371,0.03460901944559371,4.3715286678629415
2024-04-26,Google,Cross-network,5082.9,28807.9,0.007514777587099235,0.03948799275033983,5.667611009463102
2024-04-27,Google,Cross-network,4079.2,19485.9,0.008100224275072294,0.0343645671043846,4.776892527946657
2024-04-28,Google,Cross-network,4926.4,30494.300000000003,0.007794065069717555,0.04018348623853211,6.18997645339396
2024-04-29,Google,Cross-network,8746.5,51543.7,0.006496727279168844,0.04648943421949557,5.893065797747671
2024-04-30,Google,Cross-network,7033.1,35840.7,0.007250219865149375,0.041518103289836426,5.096003184939784
2024-05-01,Google,Cross-network,6636.7,35452.7,0.007282187296870647,0.04184100418410042,5.341916916539846
2024-05-02,Google,Cross-network,7030.0,36420.2,0.007068554168080286,0.04526804722275982,5.180682788051208
2024-05-03,Google,Cross-network,6217.4,30267.8,0.007020815504549267,0.043703254497675356,4.86824074371924
2024-05-04,Google,Cross-network,5219.6,23929.6,0.007364352834192179,0.034472113603622144,4.584565867116254
2024-05-05,Google,Cross-network,5492.799999999999,28039.7,0.007304247137089085,0.034015777610818934,5.104809933003205
2024-05-06,Google,Cross-network,7678.099999999999,30642.5,0.006578725262259994,0.035870680807389664,3.9908961852541647
2024-05-07,Google,Cross-network,6726.5,31362.2,0.006757969638856065,0.03842919931205809,4.662484204266707
2024-05-08,Google,Cross-network,6296.799999999999,29282.5,0.007569001532448353,0.03868468110470892,4.6503779697624195
2024-05-09,Google,Cross-network,5714.5,26209.9,0.018272878495949066,0.013104983954417447,4.586560503981101
2024-05-10,Google,Cross-network,4238.1,30156.1,0.00915283856606847,0.03537796976241901,7.115476274745758
2024-05-11,Google,Cross-network,2948.0,12764.4,0.008356965990137775,0.03672048116492561,4.329850746268656
2024-05-12,Google,Cross-network,2364.2,12532.8,0.008472035246603843,0.038894907908992415,5.3010743591912695
2024-05-13,Google,Cross-network,4278.9,28553.2,0.008312857219165642,0.04562248995983935,6.673023440603894
2024-05-14,Google,Cross-network,4408.799999999999,21376.1,0.007906809852115745,0.044354403025391675,4.848507530393759
2024-05-15,Google,Cross-network,4205.6,23763.3,0.008111808277701223,0.04120395821880153,5.650394711812821
2024-05-16,Google,Cross-network,3717.2,18440.9,0.007822317087865203,0.039924552027664255,4.960965242655763
2024-05-17,Google,Cross-network,3566.8,19491.1,0.007379990214377617,0.039011663597298955,5.464590108780979
2024-05-18,Google,Cross-network,2732.3,15500.0,0.008603508656819244,0.04102319669526533,5.672876331295978
2024-05-19,Google,Cross-network,2710.6,15030.4,0.008660721183145498,0.039345887016848366,5.545045377407217
2024-05-20,Google,Cross-network,4330.7,29644.4,0.007728059706510229,0.04687330070690592,6.8451751448957445
2024-05-21,Google,Cross-network,4693.299999999999,26631.4,0.007688208394681023,0.04805479452054795,5.674344278013339
2024-05-22,Google,Cross-network,4578.8,19921.3,0.008118711295081436,0.034265175718849836,4.350768760373897
2024-05-23,Google,Cross-network,4582.5,15035.6,0.00770321452019581,0.02631871182676291,3.281091107474086
2024-05-24,Google,Cross-network,3985.5,19170.7,0.00792814261491224,0.027745664739884393,4.8101116547484635
2024-05-25,Google,Cross-network,2962.5,8285.400000000001,0.008152993144669751,0.021768488745980707,2.7967594936708866
2024-05-26,Google,Cross-network,4576.6,15019.1,0.008516958861034518,0.022750463821892393,3.281715684132325
2024-05-27,Google,Cross-network,6646.700000000001,21692.4,0.008601738706558055,0.021067157313707452,3.2636345855838234
2024-05-28,Google,Cross-network,7339.9,39968.2,0.007806347553023784,0.04608883294371516,5.4453330426845055
2024-05-29,Google,Cross-network,5680.5,28039.6,0.007002335260713331,0.04169333005168595,4.9361147786286415
2024-05-30,Google,Cross-network,5267.7,22457.2,0.006834584557356835,0.03560626160785354,4.26318886800691
2024-05-31,Google,Cross-network,4388.0,21376.0,0.007306391016460137,0.037840909090909085,4.8714676390154965
2024-06-01,Google,Cross-network,3012.9,11872.8,0.007799849974874433,0.030376595082477434,3.940655182714328
2024-06-02,Google,Cross-network,3065.9,17159.5,0.008074237996845618,0.039582071471835255,5.596888352522913
2024-06-03,Google,Cross-network,4938.6,27146.300000000003,0.007953682871287322,0.04433267909715407,5.496760215445673
2024-06-04,Google,Cross-network,5794.8,24058.9,0.007822809953335237,0.03967391304347826,4.151808517981639
2024-06-05,Google,Cross-network,6719.3,34801.2,0.008824016769653747,0.044667274384685506,5.179289509323888
2024-06-06,Google,Cross-network,6211.0,30318.3,0.008981548309895133,0.040618438633326974,4.881387860247947
2024-06-07,Google,Cross-network,5229.9,33567.7,0.009527294980171467,0.04714525608732158,6.41842100231362
2024-06-08,Google,Cross-network,3996.8,26185.3,0.010416160949227588,0.03994406898158937,6.5515662530024015
2024-06-09,Google,Cross-network,4264.2,27583.4,0.01082834319427771,0.044897509367423406,6.468599033816425
2024-06-10,Google,Cross-network,4792.6,31733.0,0.010269686384434457,0.04582784365393061,6.621249426198722
2024-06-11,Google,Cross-network,5829.3,34448.0,0.009398357547093242,0.04671246319921492,5.90945739625684
2024-06-12,Google,Cross-network,5829.1,29853.4,0.008834906416904799,0.04124536404450518,5.121442418212074
2024-06-13,Google,Cross-network,5200.7,34310.5,0.008714013854562167,0.045159923744969285,6.59728498086796
2024-06-14,Google,Cross-network,4633.4,35095.2,0.009101128273450186,0.042772186642268985,7.574394613027151
2024-06-15,Google,Cross-network,3558.5,25819.9,0.009577430311189988,0.05141312361759646,7.255838134045244
2024-06-16,Google,Cross-network,4038.4,31856.4,0.009980075271197698,0.047448979591836735,7.888371632329636
2024-06-17,Google,Cross-network,6499.9,39928.100000000006,0.008715804485932841,0.04576050576422462,6.142879121217251
2024-06-18,Google,Cross-network,6802.6,32919.8,0.008559560783360797,0.04368346344925479,4.839296739481963
2024-06-19,Google,Cross-network,7091.1,41513.0,0.008659119727454664,0.041725476358503884,5.854239821748388
2024-06-20,Google,Cross-network,6330.7,41124.3,0.008804493438998015,0.042768102658111824,6.496011499518222
2024-06-21,Google,Cross-network,5771.299999999999,31546.2,0.008713444715144054,0.04167164179104478,5.466047510959403
2024-06-22,Google,Cross-network,4866.7,23567.5,0.008970327218093842,0.038403119868637106,4.84260381778207
2024-06-23,Google,Cross-network,4854.700000000001,27366.6,0.009373764342693797,0.03701625386996904,5.637135147382947
2024-06-24,Google,Cross-network,6664.4,34116.5,0.008883184655902822,0.04121745507884122,5.119215533281316
2024-06-25,Google,Cross-network,6522.299999999999,37361.2,0.008043079428840708,0.04759196056124384,5.728224706008617
2024-06-26,Google,Cross-network,6826.5,32963.5,0.008094248706953716,0.040342253777535045,4.828755584853146
2024-06-27,Google,Cross-network,5601.200000000001,23607.5,0.007463693544742331,0.03489435852755391,4.214721845318859
2024-06-28,Google,Cross-network,4636.9,28864.5,0.007824816646672401,0.03865045302813543,6.224956328581596
2024-06-29,Google,Cross-network,3840.0,15569.1,0.008050632813121678,0.031726133076181294,4.054453125
2024-06-30,Google,Cross-network,3623.3,18959.8,0.00818385071309856,0.03346576302874503,5.23274363149615
2024-01-01,Google,Display Network,27.2,84.6,0.021929824561403508,0.011764705882352941,3.110294117647059
2024-01-02,Google,Display Network,26.7,91.2,0.019055180627233027,0.008333333333333333,3.415730337078652
2024-01-03,Google,Display Network,34.2,0.5,0.02157908098502158,0.0,0.014619883040935672
2024-01-04,Google,Display Network,32.7,331.4,0.018152302243211335,0.016260162601626018,10.134556574923545
2024-01-05,Google,Display Network,33.9,0.0,0.016999260901699925,0.0,0.0
2024-01-06,Google,Display Network,32.3,84.3,0.02283427495291902,0.008247422680412371,2.609907120743034
2024-01-07,Google,Display Network,31.7,16.0,0.021695111368238356,0.0013333333333333335,0.5047318611987381
2024-01-08,Google,Display Network,29.0,120.1,0.014059753954305799,0.021875,4.141379310344828
2024-01-09,Google,Display Network,29.6,0.0,0.01809954751131222,0.0,0.0
2024-01-10,Google,Display Network,25.9,202.6,0.0224159402241594,0.03333333333333333,7.822393822393822
2024-01-11,Google,Display Network,26.6,29.9,0.010368066355624676,0.005,1.1240601503759398
2024-01-12,Google,Display Network,27.0,172.4,0.018926829268292682,0.012371134020618556,6.385185185185185
2024-01-13,Google,Display Network,27.5,129.5,0.01794453507340946,0.009090909090909092,4.709090909090909
2024-01-14,Google,Display Network,27.0,294.0,0.023184868822452714,0.031578947368421054,10.88888888888889
2024-01-15,Google,Display Network,27.4,23.8,0.023296858453935757,0.004545454545454545,0.8686131386861314
2024-01-16,Google,Display Network,27.9,11.6,0.020195144088949398,0.0,0.4157706093189964
2024-01-17,Google,Display Network,27.2,127.7,0.02306140098010954,0.01875,4.694852941176471
2024-01-18,Google,Display Network,26.3,26.7,0.024484536082474227,0.010526315789473684,1.015209125475285
2024-01-19,Google,Display Network,25.5,543.2,0.02316366961292289,0.024999999999999998,21.301960784313728
2024-01-20,Google,Display Network,26.0,686.2,0.02456778889899909,0.019753086419753086,26.392307692307693
2024-01-21,Google,Display Network,25.7,331.3,0.03363148479427549,0.00851063829787234,12.891050583657588
2024-01-22,Google,Display Network,25.6,548.4,0.018494734138196762,0.05555555555555555,21.421874999999996
2024-01-23,Google,Display Network,26.6,0.0,0.022006141248720572,0.0,0.0
2024-01-24,Google,Display Network,25.9,109.8,0.020419902214552775,0.011267605633802818,4.239382239382239
2024-01-25,Google,Display Network,26.6,0.8,0.018273927989867923,0.0,0.03007518796992481
2024-01-26,Google,Display Network,25.4,283.5,0.028817587641117054,0.024742268041237112,11.161417322834646
2024-01-27,Google,Display Network,25.3,340.8,0.024151123864179818,0.019801980198019802,13.470355731225297
2024-01-28,Google,Display Network,25.2,174.0,0.027649769585253458,0.016666666666666666,6.904761904761905
2024-01-29,Google,Display Network,25.3,12.3,0.02379480840543881,0.0,0.48616600790513836
2024-01-30,Google,Display Network,22.8,64.1,0.02246054229057062,0.01081081081081081,2.8114035087719293
2024-01-31,Google,Display Network,26.8,58.4,0.020554585999612178,0.00660377358490566,2.1791044776119404
2024-02-01,Google,Display Network,21.8,320.7,0.01967799642218247,0.018181818181818184,14.711009174311926
2024-02-02,Google,Display Network,14.8,1.8,0.016561130053580127,0.0,0.12162162162162161
2024-02-03,Google,Display Network,12.2,149.4,0.01700198356474922,0.016666666666666666,12.245901639344263
2024-02-04,Google,Display Network,23.1,259.4,0.022123893805309734,0.021249999999999998,11.229437229437227
2024-02-05,Google,Display Network,27.9,8.8,0.015002344116268168,0.0,0.31541218637992835
2024-02-06,Google,Display Network,54.0,419.5,0.021541155866900176,0.01951219512195122,7.768518518518518
2024-02-07,Google,Display Network,46.3,29.0,0.022071574964527826,0.002142857142857143,0.6263498920086393
2024-02-08,Google,Display Network,31.9,743.0,0.030513176144244106,0.03,23.29153605015674
2024-02-09,Google,Display Network,37.1,66.2,0.023228803716608595,0.008749999999999999,1.784366576819407
2024-02-10,Google,Display Network,11.5,0.0,0.02315270935960591,0.0,0.0
2024-02-11,Google,Display Network,6.0,188.7,0.01550751879699248,0.012121212121212121,31.45
2024-02-12,Google,Display Network,19.4,307.1,0.01180764276513525,0.04727272727272727,15.829896907216497
2024-02-13,Google,Display Network,23.8,557.5,0.020058839261834716,0.044,23.42436974789916
2024-02-14,Google,Display Network,54.2,0.9,0.03434009102192801,0.0,0.016605166051660517
2024-02-15,Google,Display Network,55.8,287.0,0.03337116912599319,0.016326530612244896,5.143369175627241
2024-02-16,Google,Display Network,49.0,130.5,0.041759880686055184,0.011607142857142858,2.663265306122449
2024-02-17,Google,Display Network,35.8,20.0,0.1781524926686217,0.000205761316872428,0.558659217877095
2024-02-18,Google,Display Network,34.4,82.6,0.06856540084388185,0.0015384615384615385,2.4011627906976742
2024-02-19,Google,Display Network,29.6,4.4,0.05918189730200174,0.0007352941176470588,0.14864864864864866
2024-02-20,Google,Display Network,29.8,162.3,0.09080654258319233,0.004347826086956522,5.446308724832215
2024-02-21,Google,Display Network,31.4,81.8,0.17094017094017094,0.0022222222222222222,2.605095541401274
2024-02-22,Google,Display Network,26.8,158.5,0.050473186119873815,0.01125,5.914179104477612
2024-02-23,Google,Display Network,26.9,5.2,0.04233958969882148,0.0,0.19330855018587362
2024-02-24,Google,Display Network,25.6,0.0,0.04253262445625906,0.0,0.0
2024-02-25,Google,Display Network,25.8,28.0,0.034551231135822084,0.006896551724137931,1.0852713178294573
2024-02-26,Google,Display Network,27.1,49.6,0.028105167724388033,0.00967741935483871,1.8302583025830257
2024-02-27,Google,Display Network,26.6,117.6,0.04033149171270718,0.0136986301369863,4.421052631578947
2024-02-28,Google,Display Network,22.3,318.5,0.1111111111111111,0.006557377049180328,14.282511210762332
2024-02-29,Google,Display Network,21.8,90.6,0.041156840934371525,0.010810810810810811,4.155963302752293
2024-03-01,Google,Display Network,29.3,0.1,0.04914004914004914,0.0,0.0034129692832764505
2024-03-02,Google,Display Network,27.6,2.3,0.06316590563165905,0.0,0.08333333333333333
2024-03-03,Google,Display Network,31.1,961.6,0.028484513274336282,0.02815533980582524,30.919614147909968
2024-03-04,Google,Display Network,28.5,102.6,0.01807980049875312,0.013793103448275864,3.5999999999999996
2024-03-05,Google,Display Network,29.9,40.6,0.01752144551925534,0.0020833333333333333,1.3578595317725755
2024-03-06,Google,Display Network,28.700000000000003,139.9,0.01209796400118029,0.013414634146341465,4.874564459930314
2024-03-07,Google,Display Network,27.8,0.7,0.023065693430656935,0.0,0.02517985611510791
2024-03-08,Google,Display Network,28.3,225.5,0.017470716696446297,0.014772727272727272,7.968197879858657
2024-03-09,Google,Display Network,27.6,0.0,0.022326412145568207,0.0,0.0
2024-03-10,Google,Display Network,26.9,12.5,0.0235595390524968,0.0010869565217391304,0.4646840148698885
2024-03-11,Google,Display Network,27.6,922.4,0.015678254942058625,0.02717391304347826,33.42028985507246
2024-03-12,Google,Display Network,28.7,39.5,0.024773701762744165,0.0019230769230769232,1.3763066202090593
2024-03-13,Google,Display Network,30.8,166.5,0.02199074074074074,0.02236842105263158,5.4058441558441555
2024-03-14,Google,Display Network,26.700000000000003,47.8,0.026306798770071745,0.006493506493506494,1.790262172284644
2024-03-15,Google,Display Network,25.4,39.3,0.02460550949451725,0.002173913043478261,1.547244094488189
2024-03-16,Google,Display Network,19.3,592.8,0.0364797081623347,0.028749999999999998,30.715025906735747
2024-03-17,Google,Display Network,29.5,47.1,0.03247807729782397,0.003,1.5966101694915256
2024-03-18,Google,Display Network,39.2,85.8,0.020809248554913295,0.011111111111111112,2.1887755102040813
2024-03-19,Google,Display Network,30.4,248.7,0.01640091116173121,0.03333333333333333,8.180921052631579
2024-03-20,Google,Display Network,31.3,5.2,0.024030110017371164,0.0012048192771084338,0.16613418530351437
2024-03-21,Google,Display Network,31.200000000000003,200.6,0.0362095531587057,0.01702127659574468,6.429487179487179
2024-03-22,Google,Display Network,31.1,106.9,0.024805738194859532,0.01927710843373494,3.437299035369775
2024-03-23,Google,Display Network,26.5,6.0,0.026566087241718595,0.0037037037037037034,0.22641509433962265
2024-03-24,Google,Display Network,24.6,269.1,0.042801556420233464,0.010227272727272727,10.939024390243903
2024-03-25,Google,Display Network,24.5,169.4,0.037444933920704845,0.010588235294117647,6.914285714285715
2024-03-26,Google,Display Network,24.5,245.8,0.03863845446182153,0.02261904761904762,10.03265306122449
2024-03-27,Google,Display Network,25.1,200.0,0.041176470588235294,0.015384615384615384,7.96812749003984
2024-03-28,Google,Display Network,17.5,37.4,0.03578732106339468,0.004285714285714286,2.137142857142857
2024-03-29,Google,Display Network,7.3,19.9,0.03035413153456998,0.008333333333333333,2.7260273972602738
