Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
2024-02-08,Audience,13340.0,48.0,26.4,0.0,0.0
2024-02-09,Audience,9484.0,51.0,27.4,0.0,0.0
2024-02-10,Audience,13781.0,52.0,26.5,0.0,0.0
2024-02-11,Audience,8361.0,48.0,25.9,0.0,0.0
2024-02-12,Audience,10667.0,51.0,27.5,0.0,0.0
2024-02-13,Audience,9140.0,51.0,27.8,0.0,0.0
2024-02-14,Audience,11990.0,49.0,26.9,0.0,0.0
2024-02-15,Audience,10872.0,51.0,26.4,0.0,0.0
2024-02-16,Audience,9671.0,46.0,24.8,0.0,0.0
2024-02-17,Audience,7896.0,46.0,24.2,0.0,0.0
2024-02-18,Audience,9538.0,48.0,26.5,0.0,0.0
2024-02-19,Audience,9627.0,48.0,25.7,0.0,0.0
2024-02-20,Audience,8492.0,44.0,23.7,0.0,0.0
2024-02-21,Audience,12728.0,44.0,24.0,0.0,0.0
2024-02-22,Audience,9583.0,52.0,26.2,0.0,0.0
2024-02-23,Audience,9084.0,46.0,24.7,0.0,0.0
2024-02-24,Audience,5457.0,45.0,23.1,0.0,0.0
2024-02-25,Audience,5796.0,44.0,24.0,0.0,0.0
2024-02-26,Audience,6637.0,48.0,25.2,0.0,0.0
2024-02-27,Audience,8172.0,44.0,23.5,0.0,0.0
2024-02-28,Audience,10009.0,40.0,21.3,0.0,0.0
2024-02-29,Audience,6223.0,38.0,20.2,0.0,0.0
2024-03-01,Audience,9088.0,44.0,24.9,0.0,0.0
2024-03-02,Audience,9920.0,51.0,27.8,1.0,253.2
2024-03-03,Audience,7540.0,48.0,27.0,1.0,207.8
2024-03-04,Audience,7852.0,46.0,25.2,0.0,0.0
2024-03-05,Audience,9776.0,47.0,24.4,0.0,0.0
2024-03-06,Audience,7699.0,43.0,23.3,0.0,0.0
2024-03-07,Audience,9079.0,49.0,24.6,0.0,0.0
2024-03-08,Audience,12804.0,49.0,24.1,1.0,215.0
2024-03-09,Audience,6497.0,44.0,23.4,0.0,0.0
2024-03-10,Audience,6128.0,44.0,23.4,0.0,0.0
2024-03-11,Audience,7580.0,42.0,23.1,1.0,196.0
2024-03-12,Audience,7189.0,45.0,23.3,0.0,0.0
2024-03-13,Audience,7907.0,44.0,23.3,0.0,0.0
2024-03-14,Audience,7538.0,44.0,23.2,0.0,0.0
2024-03-15,Audience,8472.0,44.0,22.9,0.0,0.0
2024-03-16,Audience,6152.0,48.0,24.6,0.0,0.0
2024-03-17,Audience,7581.0,48.0,24.4,1.0,286.0
2024-03-18,Audience,11825.0,47.0,23.7,0.0,0.0
2024-03-19,Audience,7623.0,46.0,23.8,0.0,0.0
2024-03-20,Audience,7199.0,44.0,23.0,0.0,0.0
2024-03-21,Audience,6755.0,44.0,23.2,3.0,610.7
2024-03-22,Audience,6544.0,46.0,24.3,0.0,0.0
2024-03-23,Audience,8274.0,46.0,23.1,0.0,0.0
2024-03-24,Audience,7920.0,41.0,22.9,0.0,0.0
2024-03-25,Audience,8623.0,47.0,22.7,0.0,0.0
2024-03-26,Audience,8502.0,42.0,22.7,0.0,0.0
2024-03-27,Audience,8759.0,45.0,22.2,0.0,0.0
2024-03-28,Audience,13365.0,41.0,21.6,0.0,0.0
2024-03-29,Audience,10999.0,47.0,24.6,2.0,479.5
2024-03-30,Audience,7995.0,44.0,23.2,0.0,0.0
2024-03-31,Audience,5455.0,32.0,17.7,0.0,0.0
2024-04-01,Audience,11392.0,48.0,24.9,1.0,253.1
2024-04-02,Audience,7761.0,45.0,25.7,1.0,295.2
2024-04-03,Audience,10687.0,53.0,26.9,1.0,206.5
2024-04-04,Audience,8616.0,47.0,24.5,0.0,0.0
2024-04-05,Audience,12385.0,52.0,24.7,0.0,0.0
2024-04-06,Audience,10489.0,54.0,25.8,0.0,0.0
2024-04-07,Audience,7863.0,54.0,25.3,0.0,0.0
2024-04-08,Audience,7360.0,52.0,26.1,0.0,0.0
2024-04-09,Audience,9792.0,48.0,24.4,0.0,0.0
2024-04-10,Audience,8244.0,49.0,24.6,0.0,0.0
2024-04-11,Audience,8990.0,54.0,26.6,0.0,0.0
2024-04-12,Audience,12797.0,56.0,24.9,0.0,0.0
2024-04-13,Audience,11412.0,52.0,24.9,0.0,0.0
2024-04-14,Audience,6832.0,55.0,25.9,0.0,0.0
2024-04-15,Audience,9611.0,52.0,24.1,0.0,0.0
2024-04-16,Audience,11105.0,60.0,24.5,0.0,0.0
2024-04-17,Audience,8888.0,56.0,24.4,0.0,0.0
2024-04-18,Audience,8675.0,54.0,23.7,0.0,0.0
2024-04-19,Audience,8305.0,53.0,23.5,0.0,0.0
2024-04-20,Audience,9506.0,60.0,25.8,5.0,1347.8
2024-04-21,Audience,9602.0,55.0,23.4,0.0,0.0
2024-04-22,Audience,6260.0,52.0,23.2,0.0,0.0
2024-04-23,Audience,10837.0,55.0,23.0,0.0,0.0
2024-04-24,Audience,10532.0,56.0,23.0,0.0,0.0
2024-04-25,Audience,10089.0,60.0,23.3,0.0,0.0
2024-04-26,Audience,9437.0,54.0,22.6,0.0,0.0
2024-04-27,Audience,8185.0,59.0,23.5,0.0,0.0
2024-04-28,Audience,7715.0,58.0,23.9,2.0,388.6
2024-04-29,Audience,8863.0,55.0,22.7,1.0,177.5
2024-04-30,Audience,9105.0,50.0,20.2,0.0,0.0
2024-05-01,Audience,8108.0,58.0,24.4,0.0,0.0
2024-05-02,Audience,10013.0,64.0,24.2,1.0,295.2
2024-05-03,Audience,9034.0,61.0,24.3,1.0,231.2
2024-05-04,Audience,10388.0,63.0,23.8,0.0,0.0
2024-05-05,Audience,7854.0,57.0,24.0,0.0,0.0
2024-05-06,Audience,8530.0,64.0,24.3,0.0,0.0
2024-05-07,Audience,8881.0,60.0,24.1,0.0,0.0
2024-05-08,Audience,9162.0,65.0,25.3,0.0,0.0
2024-05-09,Audience,11394.0,62.0,24.0,0.0,0.0
2024-05-10,Audience,10159.0,60.0,23.9,0.0,0.0
2024-05-11,Audience,11099.0,66.0,24.1,0.0,0.0
2024-05-12,Audience,7778.0,68.0,23.9,0.0,0.0
2024-05-13,Audience,8062.0,63.0,23.7,0.0,0.0
2024-05-14,Audience,8982.0,68.0,23.9,0.0,0.0
2024-05-15,Audience,6371.0,64.0,23.8,1.0,180.3
2024-05-16,Audience,15318.0,80.0,23.9,0.0,0.0
2024-05-17,Audience,14311.0,75.0,23.6,0.0,0.0
2024-05-18,Audience,14268.0,76.0,23.8,0.0,0.0
2024-05-19,Audience,14698.0,79.0,23.8,2.0,548.0
2024-05-20,Audience,18185.0,80.0,23.5,1.0,290.7
2024-05-21,Audience,21811.0,78.0,24.0,0.0,0.0
2024-05-22,Audience,19835.0,80.0,23.7,0.0,0.0
2024-05-23,Audience,17721.0,83.0,25.1,3.0,623.6
2024-05-24,Audience,18056.0,76.0,23.1,0.0,0.0
2024-05-25,Audience,13278.0,77.0,22.9,1.0,276.2
2024-05-26,Audience,11093.0,76.0,22.3,1.0,276.3
2024-05-27,Audience,10428.0,75.0,22.1,0.0,0.0
2024-05-28,Audience,12981.0,76.0,22.0,0.0,0.0
2024-05-29,Audience,18347.0,83.0,21.9,0.0,0.0
2024-05-30,Audience,18143.0,83.0,22.1,0.0,0.0
2024-05-31,Audience,19562.0,77.0,20.8,0.0,0.0
2024-06-01,Audience,13444.0,89.0,24.5,0.0,0.0
2024-06-02,Audience,13902.0,96.0,24.6,0.0,0.0
2024-06-03,Audience,21966.0,95.0,24.7,1.0,95.4
2024-06-04,Audience,18365.0,101.0,24.5,1.0,46.1
2024-06-05,Audience,17398.0,104.0,24.4,0.0,0.0
2024-06-06,Audience,20048.0,100.0,24.6,1.0,8.7
2024-06-07,Audience,19237.0,100.0,24.6,2.0,309.7
2024-06-08,Audience,12486.0,101.0,24.8,0.0,0.0
2024-06-09,Audience,11925.0,99.0,24.4,0.0,0.0
2024-06-10,Audience,22436.0,106.0,24.9,0.0,0.0
2024-06-11,Audience,21536.0,104.0,24.6,0.0,0.0
2024-06-12,Audience,25116.0,105.0,24.7,0.0,0.0
2024-06-13,Audience,18212.0,103.0,24.9,1.0,183.2
2024-06-14,Audience,18472.0,102.0,24.4,4.0,0.0
2024-06-15,Audience,12756.0,100.0,24.3,0.0,0.0
2024-06-16,Audience,14220.0,106.0,24.3,0.0,0.0
2024-06-17,Audience,25580.0,103.0,24.4,0.0,0.0
2024-06-18,Audience,18998.0,108.0,24.4,0.0,0.0
2024-06-19,Audience,19603.0,104.0,24.8,0.0,0.0
2024-06-20,Audience,28840.0,95.0,24.1,0.0,0.0
2024-06-21,Audience,24177.0,100.0,24.5,0.0,0.0
2024-06-22,Audience,16422.0,95.0,24.6,0.0,0.0
2024-06-23,Audience,13415.0,95.0,24.1,2.0,171.8
2024-06-24,Audience,26400.0,92.0,24.0,0.0,0.0
2024-06-25,Audience,25036.0,92.0,23.6,0.0,0.0
2024-06-26,Audience,19861.0,125.0,24.9,1.0,236.5
2024-06-27,Audience,24421.0,104.0,24.1,1.0,364.0
2024-06-28,Audience,20093.0,100.0,23.8,3.0,3799.0
2024-06-29,Audience,12720.0,104.0,23.4,0.0,0.0
2024-06-30,Audience,10018.0,115.0,22.1,0.0,0.0
2024-01-01,Performance max,897.0,9.0,7.0,0.0,0.0
2024-01-02,Performance max,1036.0,16.0,11.5,0.0,0.0
2024-01-03,Performance max,484.0,6.0,1.1,0.0,0.0
2024-01-04,Performance max,389.0,7.0,2.5,0.0,0.0
2024-01-05,Performance max,1097.0,12.0,13.7,0.0,0.0
2024-01-06,Performance max,924.0,14.0,8.8,0.0,0.0
2024-01-07,Performance max,715.0,8.0,8.0,0.0,0.0
2024-01-08,Performance max,475.0,4.0,2.8,0.0,0.0
2024-01-09,Performance max,224.0,4.0,1.3,0.0,0.0
2024-01-10,Performance max,224.0,4.0,1.2,0.0,0.0
2024-01-11,Performance max,345.0,2.0,1.1,1.0,134.9
2024-01-12,Performance max,234.0,2.0,1.0,0.0,0.0
2024-01-13,Performance max,135.0,1.0,0.0,0.0,0.0
2024-01-14,Performance max,121.0,1.0,0.1,0.0,0.0
2024-01-15,Performance max,44.0,0.0,0.0,0.0,0.0
2024-01-16,Performance max,48.0,0.0,0.0,0.0,0.0
2024-01-17,Performance max,88.0,5.0,0.6,0.0,0.0
2024-01-18,Performance max,155.0,4.0,1.4,0.0,0.0
2024-01-19,Performance max,50.0,2.0,0.3,0.0,0.0
2024-01-20,Performance max,20.0,0.0,0.0,0.0,0.0
2024-01-21,Performance max,1.0,0.0,0.0,0.0,0.0
2024-01-22,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-23,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-24,Performance max,1.0,0.0,0.0,0.0,0.0
2024-01-25,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-26,Performance max,1.0,0.0,0.0,0.0,0.0
2024-01-27,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-28,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-29,Performance max,0.0,0.0,0.0,0.0,0.0
2024-01-30,Performance max,30.0,1.0,0.1,2.0,193.2
2024-01-31,Performance max,2.0,0.0,0.0,0.0,0.0
2024-02-01,Performance max,0.0,0.0,0.0,0.0,0.0
2024-02-02,Performance max,0.0,0.0,0.0,0.0,0.0
2024-02-03,Performance max,153.0,3.0,1.0,1.0,148.5
2024-02-04,Performance max,109.0,0.0,0.0,0.0,0.0
2024-02-05,Performance max,338.0,4.0,2.5,0.0,0.0
2024-02-06,Performance max,2448.0,25.0,21.9,1.0,132.9
2024-02-07,Performance max,2411.0,11.0,14.2,0.0,0.0
2024-02-08,Performance max,524.0,3.0,1.6,0.0,0.0
2024-02-09,Performance max,570.0,8.0,5.7,0.0,0.0
2024-02-10,Performance max,1902.0,10.0,10.0,1.0,136.2
2024-02-11,Performance max,1771.0,7.0,6.7,0.0,0.0
2024-02-12,Performance max,2861.0,28.0,34.2,2.0,230.8
2024-02-13,Performance max,3095.0,23.0,25.0,0.0,0.0
2024-02-14,Performance max,2730.0,12.0,16.0,0.0,0.0
2024-02-15,Performance max,467.0,4.0,2.3,0.0,0.0
2024-02-16,Performance max,325.0,3.0,2.5,0.0,0.0
2024-02-17,Performance max,409.0,4.0,2.7,0.0,0.0
2024-02-18,Performance max,754.0,7.0,5.3,1.0,88.1
2024-02-19,Performance max,744.0,9.0,4.8,0.0,0.0
2024-02-20,Performance max,3865.0,25.0,30.9,0.0,0.0
2024-02-21,Performance max,3682.0,25.0,42.7,1.0,102.1
2024-02-22,Performance max,3845.0,18.0,29.8,0.0,0.0
2024-02-23,Performance max,3551.0,22.0,31.2,0.0,0.0
2024-02-24,Performance max,3388.0,28.0,45.2,0.0,0.0
2024-02-25,Performance max,4481.0,32.0,48.4,0.0,0.0
2024-02-26,Performance max,1693.0,12.0,13.2,1.0,146.1
2024-02-27,Performance max,1153.0,7.0,5.5,0.0,0.0
2024-02-28,Performance max,931.0,12.0,9.4,0.0,0.0
2024-02-29,Performance max,908.0,7.0,4.7,0.0,0.0
2024-03-01,Performance max,556.0,10.0,5.9,1.0,117.9
2024-03-02,Performance max,182.0,4.0,1.5,0.0,0.0
2024-03-03,Performance max,272.0,3.0,1.5,0.0,0.0
2024-03-04,Performance max,704.0,14.0,7.8,0.0,0.0
2024-03-05,Performance max,572.0,8.0,5.3,0.0,0.0
2024-03-06,Performance max,400.0,1.0,0.1,0.0,0.0
2024-03-07,Performance max,656.0,5.0,2.2,0.0,0.0
2024-03-08,Performance max,680.0,8.0,6.6,1.0,145.6
2024-03-09,Performance max,648.0,8.0,4.7,1.0,111.1
2024-03-10,Performance max,414.0,4.0,2.3,0.0,0.0
2024-03-11,Performance max,1685.0,9.0,5.3,0.0,0.0
2024-03-12,Performance max,1420.0,15.0,10.7,0.0,0.0
2024-03-13,Performance max,1787.0,17.0,18.1,0.0,0.0
2024-03-14,Performance max,1407.0,13.0,11.3,0.0,0.0
2024-03-15,Performance max,348.0,5.0,1.3,0.0,0.0
2024-03-16,Performance max,223.0,1.0,0.0,0.0,0.0
2024-03-17,Performance max,200.0,2.0,0.4,0.0,0.0
2024-03-18,Performance max,362.0,2.0,0.6,0.0,0.0
2024-03-19,Performance max,315.0,2.0,1.1,1.0,135.3
2024-03-20,Performance max,518.0,13.0,2.8,1.0,95.4
2024-03-21,Performance max,472.0,0.0,0.0,0.0,0.0
2024-03-22,Performance max,440.0,6.0,2.8,0.0,0.0
2024-03-23,Performance max,391.0,8.0,5.1,0.0,0.0
2024-03-24,Performance max,730.0,11.0,7.4,0.0,0.0
2024-03-25,Performance max,883.0,7.0,5.1,0.0,0.0
2024-03-26,Performance max,1120.0,12.0,11.4,0.0,0.0
2024-03-27,Performance max,1078.0,14.0,11.1,0.0,0.0
2024-03-28,Performance max,1008.0,6.0,2.2,0.0,0.0
2024-03-29,Performance max,769.0,4.0,6.5,0.0,0.0
2024-03-30,Performance max,550.0,9.0,6.7,0.0,0.0
2024-03-31,Performance max,162.0,1.0,0.2,0.0,0.0
2024-04-01,Performance max,665.0,7.0,3.0,0.0,0.0
2024-04-02,Performance max,874.0,8.0,5.6,0.0,0.0
2024-04-03,Performance max,819.0,6.0,1.9,3.0,285.8
2024-04-04,Performance max,472.0,6.0,2.7,0.0,0.0
2024-04-05,Performance max,1208.0,10.0,5.0,0.0,0.0
2024-04-06,Performance max,1644.0,11.0,8.1,0.0,0.0
2024-04-07,Performance max,1611.0,8.0,5.4,0.0,0.0
2024-04-08,Performance max,2056.0,24.0,24.2,1.0,100.3
2024-04-09,Performance max,655.0,2.0,0.8,0.0,0.0
2024-04-10,Performance max,470.0,7.0,3.2,1.0,103.0
2024-04-11,Performance max,1002.0,7.0,3.2,0.0,0.0
2024-04-12,Performance max,358.0,2.0,1.2,0.0,0.0
2024-04-13,Performance max,330.0,3.0,1.0,0.0,0.0
2024-04-14,Performance max,401.0,2.0,1.3,0.0,0.0
2024-04-15,Performance max,907.0,9.0,5.3,0.0,0.0
2024-04-16,Performance max,1050.0,16.0,11.3,1.0,139.7
2024-04-17,Performance max,1155.0,14.0,10.8,0.0,0.0
2024-04-18,Performance max,1352.0,21.0,19.6,2.0,184.4
2024-04-19,Performance max,768.0,8.0,3.7,0.0,0.0
2024-04-20,Performance max,99.0,1.0,0.1,0.0,0.0
2024-04-21,Performance max,52.0,0.0,0.0,0.0,0.0
2024-04-22,Performance max,512.0,4.0,3.0,0.0,0.0
2024-04-23,Performance max,573.0,8.0,6.4,1.0,102.3
2024-04-24,Performance max,444.0,2.0,0.6,0.0,0.0
2024-04-25,Performance max,673.0,8.0,3.8,0.0,0.0
2024-04-26,Performance max,831.0,8.0,5.0,0.0,0.0
2024-04-27,Performance max,596.0,4.0,1.1,0.0,0.0
2024-04-28,Performance max,705.0,5.0,3.6,0.0,0.0
2024-04-29,Performance max,301.0,5.0,1.7,0.0,0.0
2024-04-30,Performance max,721.0,6.0,2.4,0.0,0.0
2024-05-01,Performance max,841.0,10.0,9.1,1.0,146.5
2024-05-02,Performance max,856.0,16.0,9.3,1.0,152.6
2024-05-03,Performance max,796.0,8.0,4.8,0.0,0.0
2024-05-04,Performance max,461.0,7.0,2.9,0.0,0.0
2024-05-05,Performance max,49.0,1.0,0.1,0.0,0.0
2024-05-06,Performance max,540.0,2.0,1.1,0.0,0.0
2024-05-07,Performance max,274.0,3.0,1.1,0.0,0.0
2024-05-08,Performance max,267.0,4.0,1.2,1.0,152.4
2024-05-09,Performance max,247.0,7.0,3.0,0.0,0.0
2024-05-10,Performance max,46423.0,880.0,157.3,1.0,150.1
2024-05-11,Performance max,5856.0,140.0,24.4,4.0,507.5
2024-05-12,Performance max,485.0,7.0,4.6,0.0,0.0
2024-05-13,Performance max,6860.0,53.0,234.9,0.0,0.0
2024-05-14,Performance max,7365.0,127.0,494.7,0.0,0.0
2024-05-15,Performance max,10738.0,165.0,350.6,0.0,0.0
2024-05-16,Performance max,13647.0,160.0,318.4,0.0,0.0
2024-05-17,Performance max,3116.0,44.0,140.1,0.0,0.0
2024-05-18,Performance max,1168.0,27.0,68.3,0.0,0.0
2024-05-19,Performance max,380.0,7.0,7.0,0.0,0.0
2024-05-20,Performance max,371.0,5.0,13.5,0.0,0.0
2024-05-21,Performance max,12564.0,107.0,225.4,0.0,0.0
2024-05-22,Performance max,12300.0,97.0,215.0,0.0,0.0
2024-05-23,Performance max,3921.0,37.0,52.2,0.0,0.0
2024-05-24,Performance max,765.0,19.0,27.4,1.0,140.8
2024-05-25,Performance max,576.0,20.0,11.3,0.0,0.0
2024-05-26,Performance max,9817.0,56.0,95.5,0.0,0.0
2024-05-27,Performance max,7981.0,44.0,66.6,0.0,0.0
2024-05-28,Performance max,1044.0,26.0,13.7,0.0,0.0
2024-05-29,Performance max,780.0,29.0,12.2,1.0,137.4
2024-05-30,Performance max,740.0,6.0,2.3,0.0,0.0
2024-05-31,Performance max,633.0,5.0,3.4,0.0,0.0
2024-06-01,Performance max,1821.0,19.0,36.3,0.0,0.0
2024-06-02,Performance max,5536.0,79.0,101.0,1.0,60.8
2024-06-03,Performance max,7215.0,112.0,348.2,4.0,883.2
2024-06-04,Performance max,7874.0,106.0,352.6,0.0,0.0
2024-06-05,Performance max,8790.0,128.0,213.5,5.0,989.8
2024-06-06,Performance max,13060.0,216.0,406.7,3.0,539.1
2024-06-07,Performance max,14180.0,152.0,421.2,3.0,115.3
2024-06-08,Performance max,7463.0,106.0,274.4,2.0,85.8
2024-06-09,Performance max,8974.0,150.0,315.3,1.0,107.0
2024-06-10,Performance max,9919.0,152.0,397.2,4.0,399.0
2024-06-11,Performance max,5460.0,92.0,198.5,2.0,285.1
2024-06-12,Performance max,4986.0,63.0,138.0,3.0,505.2
2024-06-13,Performance max,7117.0,92.0,248.5,7.0,574.5
2024-06-14,Performance max,4663.0,62.0,105.0,4.0,327.4
2024-06-15,Performance max,3308.0,58.0,48.4,1.0,23.0
2024-06-16,Performance max,4048.0,55.0,70.6,0.0,0.0
2024-06-17,Performance max,5076.0,60.0,68.1,4.0,578.1
2024-06-18,Performance max,5215.0,77.0,139.0,5.0,792.9
2024-06-19,Performance max,7968.0,104.0,168.2,4.0,655.5
2024-06-20,Performance max,13496.0,160.0,262.7,10.0,2410.7
2024-06-21,Performance max,11911.0,158.0,261.2,2.0,263.4
2024-06-22,Performance max,9525.0,132.0,163.2,1.0,207.7
2024-06-23,Performance max,19110.0,161.0,310.1,1.0,32.3
2024-06-24,Performance max,16639.0,163.0,416.9,2.0,240.0
2024-06-25,Performance max,13377.0,138.0,408.6,4.0,347.4
2024-06-26,Performance max,24340.0,182.0,414.9,3.0,820.4
2024-06-27,Performance max,34624.0,244.0,410.9,4.0,211.2
2024-06-28,Performance max,33538.0,204.0,316.7,2.0,586.2
2024-06-29,Performance max,29223.0,205.0,286.0,1.0,0.0
2024-06-30,Performance max,40481.0,328.0,275.3,2.0,289.2
2024-01-01,Search & content,96808.0,661.0,955.1,16.0,2409.4
2024-01-02,Search & content,129448.0,723.0,1137.2,26.0,4383.0
2024-01-03,Search & content,131260.0,749.0,1139.6,24.0,3361.4
2024-01-04,Search & content,158234.0,756.0,1141.6,25.0,3315.1000000000004
2024-01-05,Search & content,148344.0,658.0,1083.6000000000001,14.0,1485.2
2024-01-06,Search & content,120576.0,679.0,1040.9,15.0,1595.2
2024-01-07,Search & content,120474.0,677.0,998.4,11.0,1269.1
2024-01-08,Search & content,141576.0,692.0,1088.8,21.0,4914.6
2024-01-09,Search & content,155363.0,685.0,1092.1000000000001,28.0,5470.6
2024-01-10,Search & content,136984.0,664.0,1142.4,30.0,5075.8
2024-01-11,Search & content,160297.0,664.0,1095.5,28.0,4089.4
2024-01-12,Search & content,144716.0,701.0,1111.8999999999999,30.0,6829.299999999999
2024-01-13,Search & content,102716.0,665.0,1035.5,20.0,2516.5
2024-01-14,Search & content,102928.0,668.0,1041.0,15.0,2938.0
2024-01-15,Search & content,141021.0,618.0,1070.4,29.0,4262.6
2024-01-16,Search & content,159437.0,666.0,1082.6,24.0,2760.3
2024-01-17,Search & content,153154.0,622.0,1079.4,31.0,5656.5
2024-01-18,Search & content,159965.0,631.0,1075.7,26.0,3037.3
2024-01-19,Search & content,153462.0,669.0,1094.4,30.0,6411.900000000001
2024-01-20,Search & content,106738.0,679.0,1023.1,20.0,2575.6
2024-01-21,Search & content,105538.0,723.0,1029.3,25.0,3996.3
2024-01-22,Search & content,125987.0,682.0,1126.1,33.0,5289.9
2024-01-23,Search & content,149672.0,763.0,1197.3,33.0,5846.7
2024-01-24,Search & content,126203.0,764.0,1179.2,24.0,3728.8999999999996
2024-01-25,Search & content,149084.0,795.0,1209.7,35.0,7298.7
2024-01-26,Search & content,145573.0,746.0,1134.3,23.0,3780.5
2024-01-27,Search & content,104026.0,793.0,1090.3,24.0,4768.700000000001
2024-01-28,Search & content,111380.0,841.0,1112.4,14.0,2900.7
2024-01-29,Search & content,141890.0,742.0,1176.5,25.0,3461.5
2024-01-30,Search & content,143792.0,761.0,1156.2,33.0,6865.200000000001
2024-01-31,Search & content,126570.0,731.0,1067.6000000000001,32.0,5010.1
2024-02-01,Search & content,129065.0,726.0,1153.3,29.0,5248.5
2024-02-02,Search & content,121213.0,682.0,1109.8,36.0,3838.0
2024-02-03,Search & content,100513.0,825.0,1150.3,26.0,5251.1
2024-02-04,Search & content,105709.0,793.0,1089.3,17.0,2585.0
2024-02-05,Search & content,135207.0,734.0,1199.7,40.0,2570.3
2024-02-06,Search & content,145572.0,681.0,1164.3999999999999,26.0,4695.7
2024-02-07,Search & content,141962.0,712.0,1204.7,44.0,7956.6
2024-02-08,Search & content,141167.0,723.0,1202.3999999999999,39.0,7606.799999999999
2024-02-09,Search & content,126741.0,664.0,1179.5,28.0,5107.3
2024-02-10,Search & content,95179.0,651.0,940.2,11.0,773.9
2024-02-11,Search & content,96357.0,665.0,1050.6000000000001,26.0,3222.6
2024-02-12,Search & content,135772.0,671.0,1166.8,35.0,4036.4
2024-02-13,Search & content,130194.0,669.0,1190.6,34.0,2169.7000000000003
2024-02-14,Search & content,129550.0,671.0,1112.3999999999999,32.0,3697.9
2024-02-15,Search & content,125928.0,660.0,1224.1,31.0,3961.0
2024-02-16,Search & content,117381.0,727.0,1164.7,26.0,4540.299999999999
2024-02-17,Search & content,92657.0,703.0,1012.3,16.0,1286.5
2024-02-18,Search & content,69198.0,486.0,723.2,15.0,2724.1000000000004
2024-02-19,Search & content,104663.0,558.0,942.9,33.0,1706.2
2024-02-20,Search & content,128749.0,718.0,1277.1,26.0,3035.1000000000004
2024-02-21,Search & content,126875.0,648.0,1262.7,27.0,2733.4
2024-02-22,Search & content,124471.0,657.0,1218.6999999999998,23.0,1902.8
2024-02-23,Search & content,107253.0,641.0,1236.3,24.0,1219.7
2024-02-24,Search & content,86331.0,645.0,1008.1,15.0,3027.2
2024-02-25,Search & content,91477.0,621.0,960.0,17.0,1064.5
2024-02-26,Search & content,108620.0,661.0,1135.4,36.0,2573.0
2024-02-27,Search & content,147847.0,675.0,1157.7,32.0,5377.0
2024-02-28,Search & content,139511.0,697.0,1157.8,35.0,2317.6
2024-02-29,Search & content,122081.0,725.0,1240.6000000000001,30.0,4620.9
2024-03-01,Search & content,104110.0,623.0,1013.4,26.0,3424.0
